name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,total_points_played
Nikoloz Basilashvili,Georgia,GEO,Stefanos Tsitsipas,Greece,GRE,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-3 3-6 7-6(7) 6-4,FALSE,261
Stefanos Tsitsipas,Greece,GRE,Matteo Berrettini,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(3) 6-4 6-3 7-6(4),TRUE,261
Stefanos Tsitsipas,Greece,GRE,Nikoloz Basilashvili,Georgia,GEO,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-3 3-6 7-6(7) 6-4,TRUE,261
Thomas Fabbiano,Italy,ITA,Jason Kubler,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 7-6(1) 2-6 6-3,TRUE,261
Alexander Bublik,Russian Federation,RUS,Dominic Thiem,Austria,AUT,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 6-7(6) 6-3 7-5,FALSE,260
Dominic Thiem,Austria,AUT,Alexander Bublik,Russian Federation,RUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 6-7(6) 6-3 7-5,TRUE,260
Fabio Fognini,Italy,ITA,Roberto Bautista Agut,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,7-6(5) 6-4 4-6 6-1,TRUE,260
Guido Pella,Argentina,ARG,Marius Copil,Romania,ROU,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(11) 5-7 6-3 6-4,TRUE,260
Jiri Vesely,Czech Republic,CZE,Pablo Cuevas,Uruguay,URU,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,4-6 7-6(5) 6-4 6-4,TRUE,260
Marius Copil,Romania,ROU,Guido Pella,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(11) 5-7 6-3 6-4,FALSE,260
Pablo Cuevas,Uruguay,URU,Jiri Vesely,Czech Republic,CZE,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,4-6 7-6(5) 6-4 6-4,FALSE,260
Roberto Bautista Agut,Spain,ESP,Fabio Fognini,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,7-6(5) 6-4 4-6 6-1,FALSE,260
Jay Clarke,United Kingdom,GBR,Noah Rubin,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,4-6 7-5 6-4 6-4,TRUE,259
Juan Martin Del Potro,Argentina,ARG,Karen Khachanov,Russian Federation,RUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,7-5 6-3 3-6 6-3,FALSE,259
Karen Khachanov,Russian Federation,RUS,Juan Martin Del Potro,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,7-5 6-3 3-6 6-3,TRUE,259
Noah Rubin,United States,USA,Jay Clarke,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,4-6 7-5 6-4 6-4,FALSE,259
Jan Lennard Struff,Germany,GER,Taylor Harry Fritz,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-3 5-7 7-6(2),TRUE,258
Taylor Harry Fritz,United States,USA,Jan Lennard Struff,Germany,GER,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-3 5-7 7-6(2),FALSE,258
Dominik Koepfer,Germany,GER,Filip Krajinovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 4-6 7-6(9) 6-1,TRUE,257
Filip Krajinovic,Serbia,SRB,Dominik Koepfer,Germany,GER,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 4-6 7-6(9) 6-1,FALSE,257
Jaume Munar,Spain,ESP,Salvatore Caruso,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-5 4-6 6-3 6-3,FALSE,257
Roberto Bautista Agut,Spain,ESP,Stefanos Tsitsipas,Greece,GRE,1/14/2019,Australian Open,G,5,H,FALSE,85,QF,7-5 4-6 6-4 7-6(2),FALSE,257
Salvatore Caruso,Italy,ITA,Jaume Munar,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-5 4-6 6-3 6-3,TRUE,257
Stefanos Tsitsipas,Greece,GRE,Roberto Bautista Agut,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,QF,7-5 4-6 6-4 7-6(2),TRUE,257
Corentin Moutet,France,FRA,Nicolas Mahut,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 7-5 5-7 6-4,FALSE,256
Gregoire Barrere,France,FRA,Matthew Ebden,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 5-7 7-5 6-1,TRUE,256
Joao Sousa,Portugal,POR,Pablo Carreno Busta,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R64,4-6 6-3 5-7 6-2 2-0 RET,TRUE,256
Matthew Ebden,Australia,AUS,Gregoire Barrere,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 5-7 7-5 6-1,FALSE,256
Nicolas Mahut,France,FRA,Corentin Moutet,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 7-5 5-7 6-4,TRUE,256
Pablo Carreno Busta,Spain,ESP,Joao Sousa,Portugal,POR,8/27/2018,US Open,G,5,H,FALSE,61,R64,4-6 6-3 5-7 6-2 2-0 RET,FALSE,256
David Goffin,Belgium,BEL,Fernando Verdasco,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,7-6(9) 2-6 6-3 6-4,TRUE,255
Feliciano Lopez,Spain,ESP,Karen Khachanov,Russian Federation,RUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,4-6 6-4 7-5 6-4,FALSE,255
Fernando Verdasco,Spain,ESP,David Goffin,Belgium,BEL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,7-6(9) 2-6 6-3 6-4,FALSE,255
Gregoire Barrere,France,FRA,Karen Khachanov,Russian Federation,RUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 7-6(6) 0-6 7-5,FALSE,255
Jo Wilfried Tsonga,France,FRA,Kei Nishikori,Japan,JPN,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,4-6 6-4 6-4 6-4,FALSE,255
Karen Khachanov,Russian Federation,RUS,Feliciano Lopez,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,4-6 6-4 7-5 6-4,TRUE,255
Karen Khachanov,Russian Federation,RUS,Gregoire Barrere,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 7-6(6) 0-6 7-5,TRUE,255
Kei Nishikori,Japan,JPN,Jo Wilfried Tsonga,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,4-6 6-4 6-4 6-4,TRUE,255
Alexei Popyrin,Australia,AUS,Ugo Humbert,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,3-6 6-3 7-6(10) 6-3,TRUE,254
Ugo Humbert,France,FRA,Alexei Popyrin,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,3-6 6-3 7-6(10) 6-3,FALSE,254
Christian Garin,Chile,CHI,Reilly Opelka,United States,USA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(0) 7-5 7-6(7),TRUE,253
Fabio Fognini,Italy,ITA,Michael Mmoh,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 6-2 6-4 7-6(4),TRUE,253
Michael Mmoh,United States,USA,Fabio Fognini,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 6-2 6-4 7-6(4),FALSE,253
Nicolas Jarry,Chile,CHI,Peter Gojowczyk,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 4-6 6-1 7-5,TRUE,253
Peter Gojowczyk,Germany,GER,Nicolas Jarry,Chile,CHI,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 4-6 6-1 7-5,FALSE,253
Reilly Opelka,United States,USA,Christian Garin,Chile,CHI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(0) 7-5 7-6(7),FALSE,253
Alexander Zverev,Germany,GER,Philipp Kohlschreiber,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-7(1) 6-4 6-1 6-3,FALSE,252
Ilya Ivashka,Belarus,BLR,Malek Jaziri,Tunisia,TUN,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 7-6(6) 6-1 4-0 RET,TRUE,252
Malek Jaziri,Tunisia,TUN,Ilya Ivashka,Belarus,BLR,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 7-6(6) 6-1 4-0 RET,FALSE,252
Philipp Kohlschreiber,Germany,GER,Alexander Zverev,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-7(1) 6-4 6-1 6-3,TRUE,252
Antonie Hoang,France,FRA,Damir Dzumhur,Bosnia and Herzegovina,BIH,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 0-6 7-6(5) 6-3,TRUE,251
Damir Dzumhur,Bosnia and Herzegovina,BIH,Antonie Hoang,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 0-6 7-6(5) 6-3,FALSE,251
Janko Tipsarevic,Serbia,SRB,Kevin Anderson,South Africa,RSA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-7(5) 6-1 6-4,FALSE,249
Kevin Anderson,South Africa,RSA,Janko Tipsarevic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-7(5) 6-1 6-4,TRUE,249
Radu Albot,"Moldova, Republic of",MDA,Tennys Sandgren,United States,USA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(3) 7-6(1) 3-6 6-1,TRUE,249
Tennys Sandgren,United States,USA,Radu Albot,"Moldova, Republic of",MDA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(3) 7-6(1) 3-6 6-1,FALSE,249
Frances Tiafoe,United States,USA,Kevin Anderson,South Africa,RSA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,4-6 6-4 6-4 7-5,TRUE,248
Kevin Anderson,South Africa,RSA,Frances Tiafoe,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,4-6 6-4 6-4 7-5,FALSE,248
Michael Mmoh,United States,USA,Radu Albot,"Moldova, Republic of",MDA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 6-3 6-4 6-2,FALSE,248
Nick Kyrgios,Australia,AUS,Pierre Hugues Herbert,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,4-6 7-6(6) 6-3 6-0,TRUE,248
Pierre Hugues Herbert,France,FRA,Nick Kyrgios,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R64,4-6 7-6(6) 6-3 6-0,FALSE,248
Radu Albot,"Moldova, Republic of",MDA,Michael Mmoh,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 6-3 6-4 6-2,TRUE,248
Dominic Thiem,Austria,AUT,Sam Querrey,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-7(4) 7-6(1) 6-3 6-0,FALSE,246
Nikoloz Basilashvili,Georgia,GEO,Rafael Nadal,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R16,6-3 6-3 6-7(6) 6-4,FALSE,246
Rafael Nadal,Spain,ESP,Nikoloz Basilashvili,Georgia,GEO,8/27/2018,US Open,G,5,H,FALSE,61,R16,6-3 6-3 6-7(6) 6-4,TRUE,246
Sam Querrey,United States,USA,Dominic Thiem,Austria,AUT,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-7(4) 7-6(1) 6-3 6-0,TRUE,246
Andy Murray,United Kingdom,GBR,Fernando Verdasco,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-5 2-6 6-4 6-4,FALSE,245
Fernando Verdasco,Spain,ESP,Andy Murray,United Kingdom,GBR,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-5 2-6 6-4 6-4,TRUE,245
Kei Nishikori,Japan,JPN,Roger Federer,Switzerland,SUI,7/1/2019,Wimbledon,G,5,G,FALSE,76,QF,4-6 6-1 6-4 6-4,FALSE,244
Roger Federer,Switzerland,SUI,Kei Nishikori,Japan,JPN,7/1/2019,Wimbledon,G,5,G,FALSE,76,QF,4-6 6-1 6-4 6-4,TRUE,244
Guido Andreozzi,Argentina,ARG,Guido Pella,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(2) 6-4 1-6 6-1,FALSE,243
Guido Pella,Argentina,ARG,Nikoloz Basilashvili,Georgia,GEO,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-3 6-4 1-6 7-6(4),FALSE,243
Guido Pella,Argentina,ARG,Guido Andreozzi,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(2) 6-4 1-6 6-1,TRUE,243
Mitchell Krueger,United States,USA,Roberto Carballes Baena,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,3-6 6-2 6-4 7-6(3),FALSE,243
Nikoloz Basilashvili,Georgia,GEO,Guido Pella,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-3 6-4 1-6 7-6(4),TRUE,243
Novak Djokovic,Serbia,SRB,Tennys Sandgren,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-1 6-3 6-7(2) 6-2,TRUE,243
Rafael Nadal,Spain,ESP,Roger Federer,Switzerland,SUI,7/1/2019,Wimbledon,G,5,G,FALSE,76,SF,7-6(3) 1-6 6-3 6-4,FALSE,243
Roberto Carballes Baena,Spain,ESP,Mitchell Krueger,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,3-6 6-2 6-4 7-6(3),TRUE,243
Roger Federer,Switzerland,SUI,Rafael Nadal,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,SF,7-6(3) 1-6 6-3 6-4,TRUE,243
Tennys Sandgren,United States,USA,Novak Djokovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-1 6-3 6-7(2) 6-2,FALSE,243
Alexei Popyrin,Australia,AUS,Daniil Medvedev,Russian Federation,RUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(6) 6-1 6-4 6-4,FALSE,242
Andrey Rublev,Russian Federation,RUS,Mackenzie Mcdonald,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-4 2-6 6-4,FALSE,242
Daniil Medvedev,Russian Federation,RUS,Alexei Popyrin,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(6) 6-1 6-4 6-4,TRUE,242
Kei Nishikori,Japan,JPN,Mikhail Kukushkin,Kazakhstan,KAZ,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,6-3 3-6 6-3 6-4,TRUE,242
Mackenzie Mcdonald,United States,USA,Andrey Rublev,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-4 2-6 6-4,TRUE,242
Mikhail Kukushkin,Kazakhstan,KAZ,Kei Nishikori,Japan,JPN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,6-3 3-6 6-3 6-4,FALSE,242
David Goffin,Belgium,BEL,Robin Haase,Netherlands,NED,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-7(1) 6-3 6-2,TRUE,241
John Isner,United States,USA,Milos Raonic,Canada,CAN,8/27/2018,US Open,G,5,H,FALSE,61,R16,3-6 6-3 6-4 3-6 6-2,TRUE,241
Milos Raonic,Canada,CAN,John Isner,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R16,3-6 6-3 6-4 3-6 6-2,FALSE,241
Robin Haase,Netherlands,NED,David Goffin,Belgium,BEL,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-7(1) 6-3 6-2,FALSE,241
Hugo Dellien,"Bolivia, Plurinational State of",BOL,Stefanos Tsitsipas,Greece,GRE,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,4-6 6-0 6-3 7-5,FALSE,240
Stefanos Tsitsipas,Greece,GRE,Hugo Dellien,"Bolivia, Plurinational State of",BOL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,4-6 6-0 6-3 7-5,TRUE,240
Benoit Paire,France,FRA,Marius Copil,Romania,ROU,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 6-7(5) 6-0 6-1,TRUE,239
Cameron Norrie,United Kingdom,GBR,Dusan Lajovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 2-6 6-4 6-4,FALSE,239
Dusan Lajovic,Serbia,SRB,Cameron Norrie,United Kingdom,GBR,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 2-6 6-4 6-4,TRUE,239
Marius Copil,Romania,ROU,Benoit Paire,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 6-7(5) 6-0 6-1,FALSE,239
Dennis Novak,Austria,AUT,Marton Fucsovics,Hungary,HUN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-4 7-6(2) 6-2,FALSE,238
Marton Fucsovics,Hungary,HUN,Dennis Novak,Austria,AUT,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-4 7-6(2) 6-2,TRUE,238
Lloyd George Muirhead Harris,South Africa,RSA,Lukas Rosol,Czech Republic,CZE,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 4-6 2-6 6-1 6-2,TRUE,237
Lukas Rosol,Czech Republic,CZE,Lloyd George Muirhead Harris,South Africa,RSA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 4-6 2-6 6-1 6-2,FALSE,237
Nick Kyrgios,Australia,AUS,Rafael Nadal,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 3-6 7-6(5) 7-6(3),FALSE,237
Rafael Nadal,Spain,ESP,Nick Kyrgios,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 3-6 7-6(5) 7-6(3),TRUE,237
Felix Auger Aliassime,Canada,CAN,Vasek Pospisil,Canada,CAN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,5-7 6-2 6-4 6-3,TRUE,236
Vasek Pospisil,Canada,CAN,Felix Auger Aliassime,Canada,CAN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,5-7 6-2 6-4 6-3,FALSE,236
David Goffin,Belgium,BEL,Marius Copil,Romania,ROU,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,5-7 7-5 6-4 6-4,TRUE,235
John Millman,Australia,AUS,Mikhail Kukushkin,Kazakhstan,KAZ,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-4 4-6 6-1 6-3,TRUE,235
Marius Copil,Romania,ROU,David Goffin,Belgium,BEL,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,5-7 7-5 6-4 6-4,FALSE,235
Mikhail Kukushkin,Kazakhstan,KAZ,John Millman,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-4 4-6 6-1 6-3,FALSE,235
Federico Delbonis,Argentina,ARG,John Millman,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 3-6 7-6(3) 6-2,FALSE,234
John Millman,Australia,AUS,Federico Delbonis,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 3-6 7-6(3) 6-2,TRUE,234
Nick Kyrgios,Australia,AUS,Radu Albot,"Moldova, Republic of",MDA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-5 2-6 6-4 6-2,TRUE,234
Radu Albot,"Moldova, Republic of",MDA,Nick Kyrgios,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-5 2-6 6-4 6-2,FALSE,234
Adrian Mannarino,France,FRA,Frances Tiafoe,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-1 6-4 4-6 6-4,FALSE,233
Frances Tiafoe,United States,USA,Adrian Mannarino,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-1 6-4 4-6 6-4,TRUE,233
Grigor Dimitrov,Bulgaria,BUL,Janko Tipsarevic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 6-3 6-1 6-4,TRUE,233
Janko Tipsarevic,Serbia,SRB,Grigor Dimitrov,Bulgaria,BUL,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 6-3 6-1 6-4,FALSE,233
Adrian Mannarino,France,FRA,Marin Cilic,Croatia,CRO,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(6) 7-6(4) 6-3,FALSE,232
Aljaz Bedene,Slovenia,SLO,Borna Coric,Croatia,CRO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-7(4) 6-4 6-4,FALSE,232
Andreas Seppi,Italy,ITA,Nicolas Jarry,Chile,CHI,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-7(8) 6-1 6-2,TRUE,232
Borna Coric,Croatia,CRO,Aljaz Bedene,Slovenia,SLO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-7(4) 6-4 6-4,TRUE,232
Diego Sebastian Schwartzman,Argentina,ARG,Jaume Munar,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-0 5-7 6-2,TRUE,232
Jack Sock,United States,USA,Nikoloz Basilashvili,Georgia,GEO,8/27/2018,US Open,G,5,H,FALSE,61,R64,4-6 6-3 6-2 7-6(3),FALSE,232
Jaume Munar,Spain,ESP,Diego Sebastian Schwartzman,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-0 5-7 6-2,FALSE,232
Kamil Majchrzak,Poland,POL,Kei Nishikori,Japan,JPN,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 6-7(6) 6-0 6-2 3-0 RET,FALSE,232
Kei Nishikori,Japan,JPN,Kamil Majchrzak,Poland,POL,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 6-7(6) 6-0 6-2 3-0 RET,TRUE,232
Marin Cilic,Croatia,CRO,Adrian Mannarino,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(6) 7-6(4) 6-3,TRUE,232
Nicolas Jarry,Chile,CHI,Andreas Seppi,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-7(8) 6-1 6-2,FALSE,232
Nikoloz Basilashvili,Georgia,GEO,Jack Sock,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R64,4-6 6-3 6-2 7-6(3),TRUE,232
Alexander Zverev,Germany,GER,Jiri Vesely,Czech Republic,CZE,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,4-6 6-3 6-2 7-5,FALSE,231
Carlos Berlocq,Argentina,ARG,Milos Raonic,Canada,CAN,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 6-4 1-6 6-3,FALSE,231
Jiri Vesely,Czech Republic,CZE,Alexander Zverev,Germany,GER,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,4-6 6-3 6-2 7-5,TRUE,231
Marcel Granollers,Spain,ESP,Ugo Humbert,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 7-6(3) 7-5,FALSE,231
Milos Raonic,Canada,CAN,Carlos Berlocq,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 6-4 1-6 6-3,TRUE,231
Ugo Humbert,France,FRA,Marcel Granollers,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 7-6(3) 7-5,TRUE,231
Andrey Rublev,Russian Federation,RUS,Jeremy Chardy,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 4-6 6-4 6-1,FALSE,230
Dominic Thiem,Austria,AUT,Pablo Cuevas,Uruguay,URU,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 4-6 6-2 7-5,TRUE,230
Ivo Karlovic,Croatia,CRO,Jordan Thompson,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 6-4 6-7(2) 6-3,FALSE,230
Jeremy Chardy,France,FRA,Andrey Rublev,Russian Federation,RUS,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 4-6 6-4 6-1,TRUE,230
Jordan Thompson,Australia,AUS,Ivo Karlovic,Croatia,CRO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 6-4 6-7(2) 6-3,TRUE,230
Kimmer Coppejans,Belgium,BEL,Yannick Maden,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(0) 7-5 6-3,FALSE,230
Milos Raonic,Canada,CAN,Robin Haase,Netherlands,NED,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,7-6(1) 7-5 7-6(4),TRUE,230
Pablo Cuevas,Uruguay,URU,Dominic Thiem,Austria,AUT,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 4-6 6-2 7-5,FALSE,230
Roberto Carballes Baena,Spain,ESP,Viktor Troicki,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-1 1-6 2-6 6-1 6-4,FALSE,230
Robin Haase,Netherlands,NED,Milos Raonic,Canada,CAN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,7-6(1) 7-5 7-6(4),FALSE,230
Stefanos Tsitsipas,Greece,GRE,Viktor Troicki,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 2-6 6-2 7-5,TRUE,230
Viktor Troicki,Serbia,SRB,Roberto Carballes Baena,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-1 1-6 2-6 6-1 6-4,TRUE,230
Viktor Troicki,Serbia,SRB,Stefanos Tsitsipas,Greece,GRE,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 2-6 6-2 7-5,FALSE,230
Yannick Maden,Germany,GER,Kimmer Coppejans,Belgium,BEL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(0) 7-5 6-3,TRUE,230
Borna Coric,Croatia,CRO,Filip Krajinovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,2-6 6-3 6-4 6-3,TRUE,229
Filip Krajinovic,Serbia,SRB,Borna Coric,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,2-6 6-3 6-4 6-3,FALSE,229
Joao Sousa,Portugal,POR,Paul Jubb,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-0 6-3 6-7(8) 6-1,TRUE,229
Paul Jubb,United Kingdom,GBR,Joao Sousa,Portugal,POR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-0 6-3 6-7(8) 6-1,FALSE,229
Pierre Hugues Herbert,France,FRA,Yuki Bhambri,India,IND,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 7-6(3) 7-5,TRUE,229
Yuki Bhambri,India,IND,Pierre Hugues Herbert,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 7-6(3) 7-5,FALSE,229
