name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,aces
Reilly Opelka,United States,USA,Thomas Fabbiano,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-7(15) 6-2 6-4 3-6 7-6(5),FALSE,67
Ivo Karlovic,Croatia,CRO,Kei Nishikori,Japan,JPN,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 7-6(6) 5-7 5-7 7-6(7),FALSE,59
John Isner,United States,USA,Reilly Opelka,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(4) 7-6(6) 6-7(4) 7-6(5),FALSE,47
Reilly Opelka,United States,USA,John Isner,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(4) 7-6(6) 6-7(4) 7-6(5),TRUE,40
Ivo Karlovic,Croatia,CRO,Hubert Hurkacz,Poland,POL,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 7-6(6) 7-6(3) 7-6(5),TRUE,39
Milos Raonic,Canada,CAN,Stan Wawrinka,Switzerland,SUI,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-7(4) 7-6(6) 7-6(11) 7-6(5),TRUE,39
Ivo Karlovic,Croatia,CRO,Thomas Fabbiano,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-7(6) 6-3 6-7(4) 6-4,FALSE,38
John Isner,United States,USA,Nicolas Jarry,Chile,CHI,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-7(7) 6-4 3-6 7-6(2) 6-4,TRUE,38
Ivo Karlovic,Croatia,CRO,Feliciano Lopez,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(4) 7-5 6-7(7) 7-5,TRUE,35
John Isner,United States,USA,Mikhail Kukushkin,Kazakhstan,KAZ,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-7(3) 4-6 6-1 6-4,FALSE,34
John Isner,United States,USA,Dusan Lajovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R32,7-6(8) 6-7(6) 6-3 7-5,TRUE,34
Milos Raonic,Canada,CAN,Guido Pella,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,3-6 4-6 6-3 7-6(3) 8-6,FALSE,33
Milos Raonic,Canada,CAN,Robin Haase,Netherlands,NED,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,7-6(1) 7-5 7-6(4),TRUE,32
Alexander Bublik,Russian Federation,RUS,Rudolf Molleker,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-5 6-7(4) 6-1 7-6(2),TRUE,30
Jeremy Chardy,France,FRA,Kyle Edmund,United Kingdom,GBR,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(1) 5-7 6-4 4-6 7-5,FALSE,30
Milos Raonic,Canada,CAN,Nick Kyrgios,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 7-6(5) 6-4,TRUE,30
Alexander Zverev,Germany,GER,Jeremy Chardy,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,7-6(5) 6-4 5-7 6-7(6) 6-1,TRUE,29
Jeremy Chardy,France,FRA,Ugo Humbert,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 7-6(6) 6-4 6-7(4) 7-6(6),TRUE,29
John Isner,United States,USA,Casper Ruud,Norway,NOR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-4 7-6(9),TRUE,29
Leonardo Mayer,Argentina,ARG,Nicolas Mahut,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,3-6 7-6(3) 6-4 7-6(3),TRUE,29
Nick Kyrgios,Australia,AUS,Rafael Nadal,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 3-6 7-6(5) 7-6(3),FALSE,29
Joao Sousa,Portugal,POR,Philipp Kohlschreiber,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,7-5 4-6 7-6(4) 5-7 6-4,TRUE,28
Kevin Anderson,South Africa,RSA,Ryan Harrison,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 5-7 4-6 6-3 6-4,TRUE,28
Stan Wawrinka,Switzerland,SUI,Milos Raonic,Canada,CAN,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-7(4) 7-6(6) 7-6(11) 7-6(5),FALSE,28
Fernando Verdasco,Spain,ESP,Marin Cilic,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,4-6 3-6 6-1 7-6(8) 6-3,FALSE,27
Lorenzo Sonego,Italy,ITA,Gilles Muller,Luxembourg,LUX,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(2) 6-7(9) 5-7 7-6(6) 6-2,TRUE,27
Sam Querrey,United States,USA,John Millman,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,7-6(3) 7-6(8) 6-3,TRUE,27
Jan Lennard Struff,Germany,GER,Mikhail Kukushkin,Kazakhstan,KAZ,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-3 7-6(5) 4-6 7-5,FALSE,26
John Isner,United States,USA,Juan Martin Del Potro,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,QF,6-7(5) 6-3 7-6(4) 6-2,FALSE,26
Milos Raonic,Canada,CAN,Carlos Berlocq,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 6-4 1-6 6-3,TRUE,26
Sam Querrey,United States,USA,Andrey Rublev,Russian Federation,RUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-2 6-3,TRUE,26
Luca Vanni,Italy,ITA,Pablo Carreno Busta,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 2-6 6-3 7-5 6-4,FALSE,25
Marin Cilic,Croatia,CRO,Mackenzie Mcdonald,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,7-5 6-7(9) 6-4 6-4,TRUE,25
Milos Raonic,Canada,CAN,Lucas Pouille,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,QF,7-6(4) 6-3 6-7(2) 6-4,FALSE,25
Nick Kyrgios,Australia,AUS,Radu Albot,"Moldova, Republic of",MDA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-5 2-6 6-4 6-2,TRUE,25
Roger Federer,Switzerland,SUI,Novak Djokovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,F,7-6(5) 1-6 7-6(4) 4-6 13-12(3),FALSE,25
Sam Querrey,United States,USA,Tennys Sandgren,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,6-4 6-7(9) 7-6(3) 7-6(5),TRUE,25
Alexander Zverev,Germany,GER,Jiri Vesely,Czech Republic,CZE,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,4-6 6-3 6-2 7-5,FALSE,24
Borna Coric,Croatia,CRO,Lucas Pouille,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-7(4) 6-4 7-5 7-6(2),FALSE,24
Julien Benneteau,France,FRA,Marco Cecchinato,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R128,2-6 7-6(5) 6-3 6-4,TRUE,24
Kevin Anderson,South Africa,RSA,Janko Tipsarevic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-7(5) 6-1 6-4,TRUE,24
Marin Cilic,Croatia,CRO,Bernard Tomic,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-2 6-4 7-6(3),TRUE,24
Ivo Karlovic,Croatia,CRO,Jordan Thompson,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 6-4 6-7(2) 6-3,FALSE,23
Marco Cecchinato,Italy,ITA,Julien Benneteau,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R128,2-6 7-6(5) 6-3 6-4,FALSE,23
Marcos Baghdatis,Cyprus,CYP,Lucas Pouille,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-7(4) 6-4 6-4 6-3,FALSE,23
Nick Kyrgios,Australia,AUS,Jordan Thompson,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(4) 3-6 7-6(10) 0-6 6-1,TRUE,23
Reilly Opelka,United States,USA,Stan Wawrinka,Switzerland,SUI,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,7-5 3-6 4-6 6-4 8-6,TRUE,23
Stefano Travaglia,Italy,ITA,Guido Andreozzi,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(3) 6-2 6-3 6-2,TRUE,23
Alex Bolt,Australia,AUS,Jack Sock,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 6-3 6-2 6-2,TRUE,22
Aljaz Bedene,Slovenia,SLO,Nikoloz Basilashvili,Georgia,GEO,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 4-6 6-2 2-6 6-4,FALSE,22
Bradley Klahn,United States,USA,Hyeon Chung,"Korea, Republic of",KOR,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 6-7(5) 6-3 6-2 6-4,FALSE,22
Gael Monfils,France,FRA,Taylor Harry Fritz,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-7(8) 7-6(6) 7-6(5),FALSE,22
Jan Lennard Struff,Germany,GER,Taylor Harry Fritz,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-3 5-7 7-6(2),TRUE,22
Jan Lennard Struff,Germany,GER,Julien Benneteau,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 4-6 6-1 3-6 6-3,TRUE,22
Karen Khachanov,Russian Federation,RUS,Rafael Nadal,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R32,5-7 7-5 7-6(7) 7-6(3),FALSE,22
Matteo Berrettini,Italy,ITA,Diego Sebastian Schwartzman,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-7(5) 7-6(2) 4-6 7-6(5) 6-3,TRUE,22
Nicolas Jarry,Chile,CHI,Andreas Seppi,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-7(8) 6-1 6-2,FALSE,22
Sam Querrey,United States,USA,Rafael Nadal,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,QF,7-5 6-2 6-2,FALSE,22
Sam Querrey,United States,USA,Dominic Thiem,Austria,AUT,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-7(4) 7-6(1) 6-3 6-0,TRUE,22
Stefanos Tsitsipas,Greece,GRE,Roberto Bautista Agut,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,QF,7-5 4-6 6-4 7-6(2),TRUE,22
Alexander Bublik,Russian Federation,RUS,Gregoire Barrere,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-4 6-3 6-3,FALSE,21
Benoit Paire,France,FRA,Dominic Thiem,Austria,AUT,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-3 5-7 1-6 6-3,FALSE,21
Benoit Paire,France,FRA,Dennis Novak,Austria,AUT,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(6) 3-6 7-5 7-6(5),TRUE,21
Christopher Eubanks,United States,USA,Nikoloz Basilashvili,Georgia,GEO,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 4-6 7-6(6) 6-3,FALSE,21
Fernando Verdasco,Spain,ESP,Miomir Kecmanovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(5) 6-3 6-3,TRUE,21
Grigor Dimitrov,Bulgaria,BUL,Frances Tiafoe,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,7-5 7-6(6) 6-7(1) 7-5,FALSE,21
Jan Lennard Struff,Germany,GER,Borna Coric,Croatia,CRO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,4-6 6-1 4-6 7-6(1) 11-9,TRUE,21
Jiri Vesely,Czech Republic,CZE,Pablo Cuevas,Uruguay,URU,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,4-6 7-6(5) 6-4 6-4,TRUE,21
Jo Wilfried Tsonga,France,FRA,Bernard Tomic,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-2 6-1 6-4,TRUE,21
Maximilian Marterer,Germany,GER,Lucas Pouille,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,7-6(8) 7-6(8) 5-7 6-4,FALSE,21
Nicolas Jarry,Chile,CHI,Peter Gojowczyk,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 4-6 6-1 7-5,TRUE,21
Nicolas Jarry,Chile,CHI,John Isner,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-7(7) 6-4 3-6 7-6(2) 6-4,FALSE,21
Nicolas Jarry,Chile,CHI,Leonardo Mayer,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(4) 7-6(3) 4-6 6-3,FALSE,21
Paolo Lorenzi,Italy,ITA,Kyle Edmund,United Kingdom,GBR,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 6-4 7-5 6-1,TRUE,21
Tennys Sandgren,United States,USA,Gilles Simon,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-2 6-3 4-6 3-6 8-6,TRUE,21
Daniil Medvedev,Russian Federation,RUS,David Goffin,Belgium,BEL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,4-6 6-2 3-6 6-3 7-5,FALSE,20
Filip Krajinovic,Serbia,SRB,Marco Cecchinato,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 0-6 6-1 7-6(8) 6-4,TRUE,20
Henri Laaksonen,Switzerland,SUI,Mirza Basic,Bosnia and Herzegovina,BIH,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 7-6(4) 4-6 6-3,TRUE,20
Ivo Karlovic,Croatia,CRO,Andrea Arnaboldi,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-4 7-6(4),TRUE,20
John Isner,United States,USA,Milos Raonic,Canada,CAN,8/27/2018,US Open,G,5,H,FALSE,61,R16,3-6 6-3 6-4 3-6 6-2,TRUE,20
John Isner,United States,USA,Bradley Klahn,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(3) 6-3 6-4,TRUE,20
Juan Martin Del Potro,Argentina,ARG,Denis Kudla,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-3 6-1 7-6(4),TRUE,20
Lucas Pouille,France,FRA,Mikhail Kukushkin,Kazakhstan,KAZ,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-1 7-5 6-4,TRUE,20
Marius Copil,Romania,ROU,David Goffin,Belgium,BEL,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,5-7 7-5 6-4 6-4,FALSE,20
Pablo Carreno Busta,Spain,ESP,Luca Vanni,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 2-6 6-3 7-5 6-4,TRUE,20
Philipp Kohlschreiber,Germany,GER,Joao Sousa,Portugal,POR,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,7-5 4-6 7-6(4) 5-7 6-4,FALSE,20
Ryan Harrison,United States,USA,Jiri Vesely,Czech Republic,CZE,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-0 7-5 6-3,TRUE,20
Stefanos Tsitsipas,Greece,GRE,Roger Federer,Switzerland,SUI,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-7(11) 7-6(3) 7-5 7-6(5),TRUE,20
Ugo Humbert,France,FRA,Jeremy Chardy,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 7-6(6) 6-4 6-7(4) 7-6(6),FALSE,20
Andreas Seppi,Italy,ITA,Frances Tiafoe,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-7(3) 6-3 4-6 6-4 6-3,FALSE,19
Andy Murray,United Kingdom,GBR,Roberto Bautista Agut,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-4 6-7(5) 6-7(4) 6-2,FALSE,19
Benoit Paire,France,FRA,Jiri Vesely,Czech Republic,CZE,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,5-7 7-6(5) 6-3 7-6(2),TRUE,19
Denis Kudla,United States,USA,Marc Polmans,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,5-7 1-6 6-2 6-3 6-2,TRUE,19
James Ward,United Kingdom,GBR,Nikoloz Basilashvili,Georgia,GEO,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,2-6 4-6 6-4 6-4 8-6,FALSE,19
Joao Sousa,Portugal,POR,Guido Pella,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(2) 4-6 7-6(5) 4-6 6-2,TRUE,19
Leonardo Mayer,Argentina,ARG,Nicolas Jarry,Chile,CHI,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(4) 7-6(3) 4-6 6-3,TRUE,19
Lucas Pouille,France,FRA,Borna Coric,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-7(4) 6-4 7-5 7-6(2),TRUE,19
Marin Cilic,Croatia,CRO,Kei Nishikori,Japan,JPN,8/27/2018,US Open,G,5,H,FALSE,61,QF,2-6 6-4 7-6(5) 4-6 6-4,FALSE,19
Marius Copil,Romania,ROU,Guido Pella,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(11) 5-7 6-3 6-4,FALSE,19
Matteo Berrettini,Italy,ITA,Aljaz Bedene,Slovenia,SLO,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-3 6-2 7-6(3),TRUE,19
Matthew Ebden,Australia,AUS,Filip Krajinovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(1) 6-7(5) 4-6 6-1 4-1 RET,TRUE,19
Stan Wawrinka,Switzerland,SUI,Jozef Kovalik,Slovakia,SVK,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-7(3) 6-2 6-3,TRUE,19
Taylor Harry Fritz,United States,USA,Tomas Berdych,Czech Republic,CZE,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-4 6-3,TRUE,19
Tomas Berdych,Czech Republic,CZE,Diego Sebastian Schwartzman,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,5-7 6-3 7-5 6-4,TRUE,19
Alexander Zverev,Germany,GER,Dusan Lajovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-4 6-2 4-6 1-6 6-2,TRUE,18
Benoit Paire,France,FRA,Roberto Bautista Agut,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,6-3 7-5 6-2,FALSE,18
Benoit Paire,France,FRA,Juan Ignacio Londero,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,4-6 6-4 6-4 7-6(4),TRUE,18
Borna Coric,Croatia,CRO,Jan Lennard Struff,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,4-6 6-1 4-6 7-6(1) 11-9,FALSE,18
Cameron Norrie,United Kingdom,GBR,Jordan Thompson,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-5 4-6 6-4 6-3,TRUE,18
Daniil Medvedev,Russian Federation,RUS,Novak Djokovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-4 6-7(5) 6-2 6-3,FALSE,18
Denis Shapovalov,Canada,CAN,Andreas Seppi,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-4 4-6 5-7 7-6(2) 6-4,TRUE,18
Dominic Thiem,Austria,AUT,Rafael Nadal,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,QF,0-6 6-4 7-5 6-7(4) 7-6(5),FALSE,18
Dominic Thiem,Austria,AUT,Taylor Harry Fritz,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R32,3-6 6-3 7-6(5) 6-4,TRUE,18
Feliciano Lopez,Spain,ESP,Karen Khachanov,Russian Federation,RUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,4-6 6-4 7-5 6-4,FALSE,18
Fernando Verdasco,Spain,ESP,David Goffin,Belgium,BEL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,7-6(9) 2-6 6-3 6-4,FALSE,18
Gilles Muller,Luxembourg,LUX,Lorenzo Sonego,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(2) 6-7(9) 5-7 7-6(6) 6-2,FALSE,18
Grigor Dimitrov,Bulgaria,BUL,Janko Tipsarevic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 6-3 6-1 6-4,TRUE,18
Guido Pella,Argentina,ARG,Nikoloz Basilashvili,Georgia,GEO,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-3 6-4 1-6 7-6(4),FALSE,18
Guido Pella,Argentina,ARG,Joao Sousa,Portugal,POR,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(2) 4-6 7-6(5) 4-6 6-2,FALSE,18
Jiri Vesely,Czech Republic,CZE,Benoit Paire,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,5-7 7-6(5) 6-3 7-6(2),FALSE,18
Karen Khachanov,Russian Federation,RUS,Soon Woo Kwon,"Korea, Republic of",KOR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(6) 6-4 4-6 7-5,TRUE,18
Kevin Anderson,South Africa,RSA,Jeremy Chardy,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-4 6-4,TRUE,18
Milos Raonic,Canada,CAN,John Isner,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R16,3-6 6-3 6-4 3-6 6-2,FALSE,18
Reilly Opelka,United States,USA,Christian Garin,Chile,CHI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(0) 7-5 7-6(7),FALSE,18
Stefanos Tsitsipas,Greece,GRE,Nikoloz Basilashvili,Georgia,GEO,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-3 3-6 7-6(7) 6-4,TRUE,18
Taylor Harry Fritz,United States,USA,Mischa Zverev,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 2-6 6-4 7-6(2) 6-2,TRUE,18
Tennys Sandgren,United States,USA,Yoshihito Nishioka,Japan,JPN,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 7-6(5) 4-6 6-4,FALSE,18
Alexander Zverev,Germany,GER,John Millman,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(4) 6-3 2-6 6-7(5) 6-3,TRUE,17
Benoit Paire,France,FRA,Pablo Carreno Busta,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-2 4-6 7-6(1) RET,TRUE,17
Borna Coric,Croatia,CRO,Florian Mayer,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 5-7 6-4,TRUE,17
Daniil Medvedev,Russian Federation,RUS,Evgeny Donskoy,Russian Federation,RUS,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-5 6-4 6-2,TRUE,17
Denis Kudla,United States,USA,Diego Sebastian Schwartzman,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-4 7-5 3-6 6-7(6) 6-4,FALSE,17
Janko Tipsarevic,Serbia,SRB,Yoshihito Nishioka,Japan,JPN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-7(2) 6-2 5-7 6-2,TRUE,17
Jan Lennard Struff,Germany,GER,Radu Albot,"Moldova, Republic of",MDA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-3 6-2,TRUE,17
Juan Martin Del Potro,Argentina,ARG,Yoshihito Nishioka,Japan,JPN,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,5-7 6-4 6-2 6-7(5) 6-2,TRUE,17
Mackenzie Mcdonald,United States,USA,Yoshihito Nishioka,Japan,JPN,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-7(7) 6-0 4-6 6-2 6-3,FALSE,17
Marin Cilic,Croatia,CRO,Roberto Bautista Agut,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-7(6) 6-3 6-2 4-6 6-4,FALSE,17
Milos Raonic,Canada,CAN,Gilles Simon,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-3 6-4 6-4,TRUE,17
Sam Querrey,United States,USA,Andreas Seppi,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-7(6) 6-4 6-2 2-1 RET,FALSE,17
Stan Wawrinka,Switzerland,SUI,Reilly Opelka,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,7-5 3-6 4-6 6-4 8-6,FALSE,17
Alexander Bublik,Russian Federation,RUS,Dominic Thiem,Austria,AUT,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 6-7(6) 6-3 7-5,FALSE,16
Alexei Popyrin,Australia,AUS,Lucas Pouille,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,7-6(3) 6-3 6-7(10) 4-6 6-3,FALSE,16
Alexei Popyrin,Australia,AUS,Mischa Zverev,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-5 7-6(7) 6-4,TRUE,16
Andreas Seppi,Italy,ITA,Guido Pella,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 4-6 4-6 7-5 6-1,FALSE,16
Borna Coric,Croatia,CRO,Steve Darcis,Belgium,BEL,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-1 6-4 6-4,TRUE,16
Denis Shapovalov,Canada,CAN,Taro Daniel,Japan,JPN,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 7-6(2) 6-3,TRUE,16
Feliciano Lopez,Spain,ESP,Marcos Giron,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-2 6-4,TRUE,16
Fernando Verdasco,Spain,ESP,Kyle Edmund,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,4-6 4-6 7-6(3) 6-3 6-4,TRUE,16
Filip Krajinovic,Serbia,SRB,Frances Tiafoe,United States,USA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 4-6 6-3 3-6 6-0,TRUE,16
Frances Tiafoe,United States,USA,Andreas Seppi,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-7(3) 6-3 4-6 6-4 6-3,TRUE,16
Karen Khachanov,Russian Federation,RUS,Yoshihito Nishioka,Japan,JPN,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-3 6-3,TRUE,16
Kevin Anderson,South Africa,RSA,Pierre Hugues Herbert,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-4 6-2,TRUE,16
Lucas Pouille,France,FRA,Richard Gasquet,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-1 6-4 7-6(4),TRUE,16
