name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,svc_inplay_pnts_won
Pablo Carreno Busta,Spain,ESP,Ilya Ivashka,Belarus,BLR,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-2 6-3 7-6(7),TRUE,70.30%
Ugo Humbert,France,FRA,Alexei Popyrin,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,3-6 6-3 7-6(10) 6-3,FALSE,70.30%
Lucas Pouille,France,FRA,Borna Coric,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-7(4) 6-4 7-5 7-6(2),TRUE,70.20%
Gael Monfils,France,FRA,Adrian Mannarino,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 6-4 6-4,TRUE,70.10%
Borna Coric,Croatia,CRO,Steve Darcis,Belgium,BEL,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-1 6-4 6-4,TRUE,70.00%
Fernando Verdasco,Spain,ESP,Miomir Kecmanovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(5) 6-3 6-3,TRUE,70.00%
Gilles Simon,France,FRA,Lloyd George Muirhead Harris,South Africa,RSA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 6-3,TRUE,70.00%
Marin Cilic,Croatia,CRO,Fernando Verdasco,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,4-6 3-6 6-1 7-6(8) 6-3,TRUE,70.00%
Pablo Carreno Busta,Spain,ESP,Alex De Minaur,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 6-1 6-1,TRUE,70.00%
Rafael Nadal,Spain,ESP,Dominic Thiem,Austria,AUT,5/26/2019,Roland Garros,G,5,C,FALSE,48,F,6-3 5-7 6-1 6-1,TRUE,69.90%
Alexander Zverev,Germany,GER,Mikael Ymer,Sweden,SWE,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-1 6-3 7-6(3),TRUE,69.90%
Borna Coric,Croatia,CRO,Marton Fucsovics,Hungary,HUN,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-4 6-3 6-4,TRUE,69.70%
Milos Raonic,Canada,CAN,Stan Wawrinka,Switzerland,SUI,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-7(4) 7-6(6) 7-6(11) 7-6(5),TRUE,69.70%
John Isner,United States,USA,Milos Raonic,Canada,CAN,8/27/2018,US Open,G,5,H,FALSE,61,R16,3-6 6-3 6-4 3-6 6-2,TRUE,69.60%
Sam Querrey,United States,USA,John Millman,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,7-6(3) 7-6(8) 6-3,TRUE,69.60%
Alex De Minaur,Australia,AUS,Pedro Sousa,Portugal,POR,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 7-5 6-4,TRUE,69.50%
Stefanos Tsitsipas,Greece,GRE,Roger Federer,Switzerland,SUI,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-7(11) 7-6(3) 7-5 7-6(5),TRUE,69.50%
Marcos Baghdatis,Cyprus,CYP,Brayden Schnur,Canada,CAN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-2 6-4 6-4,TRUE,69.40%
Reilly Opelka,United States,USA,Cedrik Marcel Stebe,Germany,GER,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 7-6(4) 6-1,TRUE,69.40%
Roger Federer,Switzerland,SUI,Nick Kyrgios,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-4 6-1 7-5,TRUE,69.30%
Juan Martin Del Potro,Argentina,ARG,Nicolas Jarry,Chile,CHI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,3-6 6-2 6-1 6-4,TRUE,69.30%
Alexei Popyrin,Australia,AUS,Ugo Humbert,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,3-6 6-3 7-6(10) 6-3,TRUE,69.30%
Richard Gasquet,France,FRA,Laslo Djere,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-3 7-6(5) 6-3,TRUE,69.30%
Ugo Humbert,France,FRA,Marcel Granollers,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 7-6(3) 7-5,TRUE,69.20%
Fernando Verdasco,Spain,ESP,Kyle Edmund,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,4-6 4-6 7-6(3) 6-3 6-4,TRUE,69.20%
John Millman,Australia,AUS,Sam Querrey,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,7-6(3) 7-6(8) 6-3,FALSE,69.10%
Gael Monfils,France,FRA,Antonie Hoang,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 6-2 6-3,TRUE,69.10%
Laslo Djere,Serbia,SRB,Guido Andreozzi,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 7-6(3) 7-6(3) 6-3,TRUE,69.00%
Alexei Popyrin,Australia,AUS,Dominic Thiem,Austria,AUT,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,7-5 6-4 2-0 RET,TRUE,69.00%
Jiri Vesely,Czech Republic,CZE,Benoit Paire,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,5-7 7-6(5) 6-3 7-6(2),FALSE,69.00%
Marius Copil,Romania,ROU,Marcel Granollers,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 6-4 6-4,TRUE,68.90%
Christian Garin,Chile,CHI,Reilly Opelka,United States,USA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(0) 7-5 7-6(7),TRUE,68.90%
Jordan Thompson,Australia,AUS,Alejandro Davidovich Fokina,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-2 7-6(3),TRUE,68.90%
Laslo Djere,Serbia,SRB,Albert Ramos,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-2 7-6(2),TRUE,68.90%
Alex Bolt,Australia,AUS,Jack Sock,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 6-3 6-2 6-2,TRUE,68.80%
Karen Khachanov,Russian Federation,RUS,Cedrik Marcel Stebe,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-1 6-4,TRUE,68.80%
Jeremy Chardy,France,FRA,Andrey Rublev,Russian Federation,RUS,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 4-6 6-4 6-1,TRUE,68.80%
Stan Wawrinka,Switzerland,SUI,Jozef Kovalik,Slovakia,SVK,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-7(3) 6-2 6-3,TRUE,68.80%
Rafael Nadal,Spain,ESP,Karen Khachanov,Russian Federation,RUS,8/27/2018,US Open,G,5,H,FALSE,61,R32,5-7 7-5 7-6(7) 7-6(3),TRUE,68.80%
Roberto Bautista Agut,Spain,ESP,Marin Cilic,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-7(6) 6-3 6-2 4-6 6-4,TRUE,68.80%
Milos Raonic,Canada,CAN,Guido Pella,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,3-6 4-6 6-3 7-6(3) 8-6,FALSE,68.80%
Rafael Nadal,Spain,ESP,Sam Querrey,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,QF,7-5 6-2 6-2,TRUE,68.80%
Roger Federer,Switzerland,SUI,Lucas Pouille,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,7-5 6-2 7-6(4),TRUE,68.80%
Ugo Humbert,France,FRA,Jeremy Chardy,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 7-6(6) 6-4 6-7(4) 7-6(6),FALSE,68.80%
Kevin Anderson,South Africa,RSA,Denis Shapovalov,Canada,CAN,8/27/2018,US Open,G,5,H,FALSE,61,R32,4-6 6-3 6-4 4-6 6-4,TRUE,68.70%
Taro Daniel,Japan,JPN,Denis Shapovalov,Canada,CAN,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 7-6(2) 6-3,FALSE,68.70%
Juan Martin Del Potro,Argentina,ARG,Donald Young,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-0 6-3 6-4,TRUE,68.60%
Grigor Dimitrov,Bulgaria,BUL,Janko Tipsarevic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 6-3 6-1 6-4,TRUE,68.60%
Lorenzo Sonego,Italy,ITA,Gilles Muller,Luxembourg,LUX,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(2) 6-7(9) 5-7 7-6(6) 6-2,TRUE,68.60%
Taylor Harry Fritz,United States,USA,Jan Lennard Struff,Germany,GER,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-3 5-7 7-6(2),FALSE,68.60%
Matteo Berrettini,Italy,ITA,Aljaz Bedene,Slovenia,SLO,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-3 6-2 7-6(3),TRUE,68.50%
Salvatore Caruso,Italy,ITA,Jaume Munar,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-5 4-6 6-3 6-3,TRUE,68.50%
Rafael Nadal,Spain,ESP,James Duckworth,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-3 7-5,TRUE,68.50%
Gregoire Barrere,France,FRA,Alexander Bublik,Russian Federation,RUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-4 6-3 6-3,TRUE,68.50%
Roberto Carballes Baena,Spain,ESP,Mitchell Krueger,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,3-6 6-2 6-4 7-6(3),TRUE,68.50%
Alexei Popyrin,Australia,AUS,Laslo Djere,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-4 7-6(4) 6-4,FALSE,68.40%
Juan Martin Del Potro,Argentina,ARG,Jordan Thompson,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-4 6-4 6-0,TRUE,68.40%
Diego Sebastian Schwartzman,Argentina,ARG,Matthew Ebden,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 3-6 6-3 6-2,TRUE,68.40%
Nicolas Jarry,Chile,CHI,Peter Gojowczyk,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 4-6 6-1 7-5,TRUE,68.40%
Philipp Kohlschreiber,Germany,GER,Zhe Li,China,CHN,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-2 6-2 6-4,TRUE,68.40%
Alexander Zverev,Germany,GER,Aljaz Bedene,Slovenia,SLO,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-1 6-4,TRUE,68.30%
John Millman,Australia,AUS,Federico Delbonis,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 3-6 7-6(3) 6-2,TRUE,68.30%
Jo Wilfried Tsonga,France,FRA,Peter Gojowczyk,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(4) 6-1 4-6 6-3,TRUE,68.30%
Hubert Hurkacz,Poland,POL,Leonardo Mayer,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(4) 6-1 7-6(7) 6-3,TRUE,68.30%
Kevin Anderson,South Africa,RSA,Jeremy Chardy,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-4 6-4,TRUE,68.30%
John Millman,Australia,AUS,Roger Federer,Switzerland,SUI,8/27/2018,US Open,G,5,H,FALSE,61,R16,3-6 7-5 7-6(7) 7-6(3),TRUE,68.10%
Philipp Kohlschreiber,Germany,GER,Yannick Hanfmann,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(3) 5-7 6-4 6-4,TRUE,68.10%
Leonardo Mayer,Argentina,ARG,Nicolas Mahut,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,3-6 7-6(3) 6-4 7-6(3),TRUE,68.10%
Rafael Nadal,Spain,ESP,Juan Ignacio Londero,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,6-2 6-3 6-3,TRUE,68.10%
Alexander Bublik,Russian Federation,RUS,Rudolf Molleker,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-5 6-7(4) 6-1 7-6(2),TRUE,68.10%
Fernando Verdasco,Spain,ESP,Radu Albot,"Moldova, Republic of",MDA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-1 7-6(2) 6-3,TRUE,68.10%
Marton Fucsovics,Hungary,HUN,Dennis Novak,Austria,AUT,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-4 7-6(2) 6-2,TRUE,68.10%
Kyle Edmund,United Kingdom,GBR,Jaume Munar,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-4 6-4,TRUE,68.00%
David Goffin,Belgium,BEL,Christian Garin,Chile,CHI,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-0 6-2 6-2,TRUE,68.00%
Ivo Karlovic,Croatia,CRO,Thomas Fabbiano,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-7(6) 6-3 6-7(4) 6-4,FALSE,68.00%
Diego Sebastian Schwartzman,Argentina,ARG,Dominik Koepfer,Germany,GER,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-0 6-3 7-5,TRUE,67.90%
Ricardas Berankis,Lithuania,LTU,Jo Wilfried Tsonga,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,7-6(4) 6-3 6-3,FALSE,67.90%
Dominic Thiem,Austria,AUT,Pablo Cuevas,Uruguay,URU,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 4-6 6-2 7-5,TRUE,67.90%
Fabio Fognini,Italy,ITA,Michael Mmoh,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 6-2 6-4 7-6(4),TRUE,67.90%
Nicolas Jarry,Chile,CHI,Leonardo Mayer,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(4) 7-6(3) 4-6 6-3,FALSE,67.90%
Stefanos Tsitsipas,Greece,GRE,Thomas Fabbiano,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 3-6 6-4 6-7(8) 6-3,FALSE,67.80%
Steve Johnson,United States,USA,Alex De Minaur,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,3-6 7-6(4) 6-3 3-6 6-3,TRUE,67.80%
Denis Shapovalov,Canada,CAN,Kevin Anderson,South Africa,RSA,8/27/2018,US Open,G,5,H,FALSE,61,R32,4-6 6-3 6-4 4-6 6-4,FALSE,67.80%
Borna Coric,Croatia,CRO,Roberto Carballes Baena,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-6(4) 6-2 6-3,TRUE,67.70%
Novak Djokovic,Serbia,SRB,Joao Sousa,Portugal,POR,8/27/2018,US Open,G,5,H,FALSE,61,R16,6-3 6-4 6-3,TRUE,67.70%
Yannick Hanfmann,Germany,GER,Philipp Kohlschreiber,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(3) 5-7 6-4 6-4,FALSE,67.70%
Lloyd George Muirhead Harris,South Africa,RSA,Lukas Rosol,Czech Republic,CZE,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 4-6 2-6 6-1 6-2,TRUE,67.70%
Mikael Ymer,Sweden,SWE,Blaz Rola,Slovenia,SLO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-0 6-3 7-6(5),TRUE,67.60%
Joao Sousa,Portugal,POR,Pablo Carreno Busta,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R64,4-6 6-3 5-7 6-2 2-0 RET,TRUE,67.60%
Alexander Zverev,Germany,GER,Fabio Fognini,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,3-6 6-2 6-2 7-6(5),TRUE,67.60%
David Goffin,Belgium,BEL,Jan Lennard Struff,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-4 6-1 7-6(4),TRUE,67.60%
Guido Pella,Argentina,ARG,Kevin Anderson,South Africa,RSA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-4 6-3 7-6(4),TRUE,67.50%
Laslo Djere,Serbia,SRB,Richard Gasquet,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-3 7-6(5) 6-3,FALSE,67.50%
Roger Federer,Switzerland,SUI,Casper Ruud,Norway,NOR,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 6-1 7-6(8),TRUE,67.50%
Marin Cilic,Croatia,CRO,Hubert Hurkacz,Poland,POL,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-0 6-0,TRUE,67.40%
Taylor Harry Fritz,United States,USA,Cameron Norrie,United Kingdom,GBR,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 7-6(6) 6-2,TRUE,67.40%
John Millman,Australia,AUS,Fabio Fognini,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-1 4-6 6-4 6-1,TRUE,67.40%
Denis Shapovalov,Canada,CAN,Andreas Seppi,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-4 4-6 5-7 7-6(2) 6-4,TRUE,67.40%
Grigor Dimitrov,Bulgaria,BUL,Marin Cilic,Croatia,CRO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-7(3) 6-4 4-6 7-6(2) 6-3,TRUE,67.30%
Novak Djokovic,Serbia,SRB,Marton Fucsovics,Hungary,HUN,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 3-6 6-4 6-0,TRUE,67.30%
Diego Sebastian Schwartzman,Argentina,ARG,Jaume Munar,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-0 5-7 6-2,TRUE,67.30%
Guido Pella,Argentina,ARG,Milos Raonic,Canada,CAN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,3-6 4-6 6-3 7-6(3) 8-6,TRUE,67.30%
David Goffin,Belgium,BEL,Fernando Verdasco,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,7-6(9) 2-6 6-3 6-4,TRUE,67.30%
Leonardo Mayer,Argentina,ARG,Diego Sebastian Schwartzman,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,4-6 6-3 6-4 7-5,TRUE,67.30%
David Goffin,Belgium,BEL,Miomir Kecmanovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-2 6-4 6-3,TRUE,67.20%
Novak Djokovic,Serbia,SRB,Denis Kudla,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-2 6-2,TRUE,67.20%
Stefanos Tsitsipas,Greece,GRE,Stan Wawrinka,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,7-6(6) 5-7 6-4 3-6 8-6,FALSE,67.20%
Evgeny Donskoy,Russian Federation,RUS,Laslo Djere,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 6-4 6-1 7-6(5),TRUE,67.20%
Stan Wawrinka,Switzerland,SUI,Milos Raonic,Canada,CAN,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-7(4) 7-6(6) 7-6(11) 7-6(5),FALSE,67.10%
Daniil Medvedev,Russian Federation,RUS,David Goffin,Belgium,BEL,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-2 7-6(3) 6-3,TRUE,67.10%
Joao Sousa,Portugal,POR,Marcel Granollers,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 6-3,TRUE,67.10%
Cameron Norrie,United Kingdom,GBR,Denis Istomin,Uzbekistan,UZB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-2 6-4 6-4,TRUE,67.10%
Stan Wawrinka,Switzerland,SUI,Milos Raonic,Canada,CAN,8/27/2018,US Open,G,5,H,FALSE,61,R32,7-6(6) 6-4 6-3,FALSE,67.00%
Steve Johnson,United States,USA,Andreas Seppi,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 4-6 6-4 6-3,FALSE,67.00%
Kei Nishikori,Japan,JPN,Kamil Majchrzak,Poland,POL,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 6-7(6) 6-0 6-2 3-0 RET,TRUE,67.00%
Novak Djokovic,Serbia,SRB,Roberto Bautista Agut,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,SF,6-2 4-6 6-3 6-2,TRUE,67.00%
Karen Khachanov,Russian Federation,RUS,Juan Martin Del Potro,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,7-5 6-3 3-6 6-3,TRUE,66.90%
David Goffin,Belgium,BEL,Daniil Medvedev,Russian Federation,RUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,4-6 6-2 3-6 6-3 7-5,TRUE,66.90%
Stefanos Tsitsipas,Greece,GRE,Filip Krajinovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,7-5 6-3 6-7(5) 7-6(6),TRUE,66.90%
Alexei Popyrin,Australia,AUS,Lucas Pouille,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,7-6(3) 6-3 6-7(10) 4-6 6-3,FALSE,66.90%
Matteo Berrettini,Italy,ITA,Diego Sebastian Schwartzman,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-7(5) 7-6(2) 4-6 7-6(5) 6-3,TRUE,66.90%
Aljaz Bedene,Slovenia,SLO,Borna Coric,Croatia,CRO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-7(4) 6-4 6-4,FALSE,66.70%
Andrey Rublev,Russian Federation,RUS,Christian Garin,Chile,CHI,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,4-6 6-4 7-5 6-4,TRUE,66.70%
Daniel Evans,United Kingdom,GBR,Nikoloz Basilashvili,Georgia,GEO,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-2 7-6(2),TRUE,66.70%
Denis Shapovalov,Canada,CAN,Ricardas Berankis,Lithuania,LTU,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(0) 6-4 6-3,FALSE,66.70%
Fabio Fognini,Italy,ITA,Marton Fucsovics,Hungary,HUN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(6) 6-4 7-6(3) 2-6 6-3,TRUE,66.70%
Fernando Verdasco,Spain,ESP,Thomas Fabbiano,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-4 7-6(1) 6-4,TRUE,66.70%
Ilya Ivashka,Belarus,BLR,Malek Jaziri,Tunisia,TUN,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 7-6(6) 6-1 4-0 RET,TRUE,66.70%
Jeremy Chardy,France,FRA,Kevin Anderson,South Africa,RSA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-4 6-4,FALSE,66.70%
John Millman,Australia,AUS,Laslo Djere,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-2 6-1,TRUE,66.70%
Jozef Kovalik,Slovakia,SVK,Stan Wawrinka,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-7(3) 6-2 6-3,FALSE,66.70%
Juan Martin Del Potro,Argentina,ARG,Fernando Verdasco,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R32,7-5 7-6(6) 6-3,TRUE,66.70%
Kei Nishikori,Japan,JPN,Quentin Halys,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 6-3 6-4,TRUE,66.70%
Kei Nishikori,Japan,JPN,Jo Wilfried Tsonga,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,4-6 6-4 6-4 6-4,TRUE,66.70%
Milos Raonic,Canada,CAN,John Isner,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R16,3-6 6-3 6-4 3-6 6-2,FALSE,66.70%
Novak Djokovic,Serbia,SRB,Tennys Sandgren,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-1 6-3 6-7(2) 6-2,TRUE,66.70%
Rafael Nadal,Spain,ESP,Yuichi Sugita,Japan,JPN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-1 6-3,TRUE,66.70%
Roberto Bautista Agut,Spain,ESP,Stefanos Tsitsipas,Greece,GRE,1/14/2019,Australian Open,G,5,H,FALSE,85,QF,7-5 4-6 6-4 7-6(2),FALSE,66.70%
Stan Wawrinka,Switzerland,SUI,Grigor Dimitrov,Bulgaria,BUL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,7-6(5) 7-6(4) 7-6(8),TRUE,66.70%
Stan Wawrinka,Switzerland,SUI,Christian Garin,Chile,CHI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-1 6-4 6-0,TRUE,66.70%
Steve Johnson,United States,USA,Dominic Thiem,Austria,AUT,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-7(5) 6-3 5-7 6-4 6-1,FALSE,66.70%
Tatsuma Ito,Japan,JPN,Daniel Evans,United Kingdom,GBR,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-5 6-1 7-6(8),FALSE,66.70%
Tennys Sandgren,United States,USA,Fabio Fognini,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-3 7-6(12) 6-3,TRUE,66.70%
Tennys Sandgren,United States,USA,Yasutaka Uchiyama,Japan,JPN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-2 6-4 6-3,TRUE,66.70%
Dusan Lajovic,Serbia,SRB,John Isner,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R32,7-6(8) 6-7(6) 6-3 7-5,FALSE,66.40%
David Goffin,Belgium,BEL,Robin Haase,Netherlands,NED,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-7(1) 6-3 6-2,TRUE,66.40%
Diego Sebastian Schwartzman,Argentina,ARG,Tomas Berdych,Czech Republic,CZE,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,5-7 6-3 7-5 6-4,FALSE,66.40%
Grigor Dimitrov,Bulgaria,BUL,Janko Tipsarevic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-0 3-6 6-7(4) 6-4,TRUE,66.40%
Jan Lennard Struff,Germany,GER,Julien Benneteau,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 4-6 6-1 3-6 6-3,TRUE,66.40%
Roger Federer,Switzerland,SUI,Rafael Nadal,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,SF,7-6(3) 1-6 6-3 6-4,TRUE,66.30%
Joao Sousa,Portugal,POR,Paul Jubb,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-0 6-3 6-7(8) 6-1,TRUE,66.30%
