name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,points_per_game
Antonie Hoang,France,FRA,Fernando Verdasco,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-4 3-6 7-6(5) 7-5,TRUE,6.84
Fernando Verdasco,Spain,ESP,Antonie Hoang,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-4 3-6 7-6(5) 7-5,FALSE,6.84
Benoit Paire,France,FRA,Pierre Hugues Herbert,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-2 6-2 5-7 6-7(6) 11-9,TRUE,6.83
Pierre Hugues Herbert,France,FRA,Benoit Paire,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-2 6-2 5-7 6-7(6) 11-9,FALSE,6.83
Benoit Paire,France,FRA,Marius Copil,Romania,ROU,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 6-7(5) 6-0 6-1,TRUE,6.83
Marius Copil,Romania,ROU,Benoit Paire,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 6-7(5) 6-0 6-1,FALSE,6.83
Christian Garin,Chile,CHI,Stan Wawrinka,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-1 6-4 6-0,FALSE,6.83
Diego Sebastian Schwartzman,Argentina,ARG,Marton Fucsovics,Hungary,HUN,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 3-6 7-6(7) 2-6 6-2,TRUE,6.83
Marton Fucsovics,Hungary,HUN,Diego Sebastian Schwartzman,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 3-6 7-6(7) 2-6 6-2,FALSE,6.83
Stan Wawrinka,Switzerland,SUI,Christian Garin,Chile,CHI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-1 6-4 6-0,TRUE,6.83
Guido Pella,Argentina,ARG,Roberto Bautista Agut,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,QF,7-5 6-4 3-6 6-3,FALSE,6.83
Roberto Bautista Agut,Spain,ESP,Guido Pella,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,QF,7-5 6-4 3-6 6-3,TRUE,6.83
Stan Wawrinka,Switzerland,SUI,Stefanos Tsitsipas,Greece,GRE,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,7-6(6) 5-7 6-4 3-6 8-6,TRUE,6.82
Stefanos Tsitsipas,Greece,GRE,Stan Wawrinka,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,7-6(6) 5-7 6-4 3-6 8-6,FALSE,6.82
Diego Sebastian Schwartzman,Argentina,ARG,Jaume Munar,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-0 5-7 6-2,TRUE,6.82
Jaume Munar,Spain,ESP,Diego Sebastian Schwartzman,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-0 5-7 6-2,FALSE,6.82
Jan Lennard Struff,Germany,GER,Radu Albot,"Moldova, Republic of",MDA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,7-6(2) 7-6(3) 6-7(4) 6-2,TRUE,6.82
Philipp Kohlschreiber,Germany,GER,Yannick Hanfmann,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(3) 5-7 6-4 6-4,TRUE,6.82
Radu Albot,"Moldova, Republic of",MDA,Jan Lennard Struff,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,7-6(2) 7-6(3) 6-7(4) 6-2,FALSE,6.82
Yannick Hanfmann,Germany,GER,Philipp Kohlschreiber,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(3) 5-7 6-4 6-4,FALSE,6.82
Leonardo Mayer,Argentina,ARG,Nicolas Mahut,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,3-6 7-6(3) 6-4 7-6(3),TRUE,6.81
Nicolas Mahut,France,FRA,Leonardo Mayer,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,3-6 7-6(3) 6-4 7-6(3),FALSE,6.81
Benoit Paire,France,FRA,Dennis Novak,Austria,AUT,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(6) 3-6 7-5 7-6(5),TRUE,6.8
Daniel Evans,United Kingdom,GBR,Federico Delbonis,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 7-6(5) 6-3,TRUE,6.8
Dennis Novak,Austria,AUT,Benoit Paire,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(6) 3-6 7-5 7-6(5),FALSE,6.8
Diego Sebastian Schwartzman,Argentina,ARG,Matteo Berrettini,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-7(5) 7-6(2) 4-6 7-6(5) 6-3,FALSE,6.8
Federico Delbonis,Argentina,ARG,Daniel Evans,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 7-6(5) 6-3,FALSE,6.8
Jeremy Chardy,France,FRA,Ugo Humbert,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 7-6(6) 6-4 6-7(4) 7-6(6),TRUE,6.8
Juan Martin Del Potro,Argentina,ARG,Rafael Nadal,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,SF,7-6(3) 6-2 RET,TRUE,6.8
Matteo Berrettini,Italy,ITA,Diego Sebastian Schwartzman,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-7(5) 7-6(2) 4-6 7-6(5) 6-3,TRUE,6.8
Rafael Nadal,Spain,ESP,Juan Martin Del Potro,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,SF,7-6(3) 6-2 RET,FALSE,6.8
Ugo Humbert,France,FRA,Jeremy Chardy,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 7-6(6) 6-4 6-7(4) 7-6(6),FALSE,6.8
Kyle Edmund,United Kingdom,GBR,Paolo Lorenzi,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 6-4 7-5 6-1,FALSE,6.79
Paolo Lorenzi,Italy,ITA,Kyle Edmund,United Kingdom,GBR,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 6-4 7-5 6-1,TRUE,6.79
Marcel Granollers,Spain,ESP,Ugo Humbert,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 7-6(3) 7-5,FALSE,6.79
Ugo Humbert,France,FRA,Marcel Granollers,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 7-6(3) 7-5,TRUE,6.79
Alejandro Davidovich Fokina,Spain,ESP,Jordan Thompson,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-2 7-6(3),FALSE,6.79
Jordan Thompson,Australia,AUS,Alejandro Davidovich Fokina,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-2 7-6(3),TRUE,6.79
Gilles Simon,France,FRA,Sergiy Stakhovsky,Ukraine,UKR,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-3 6-4,TRUE,6.79
Grigor Dimitrov,Bulgaria,BUL,Pablo Cuevas,Uruguay,URU,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-7(5) 6-3 7-5,TRUE,6.79
Pablo Cuevas,Uruguay,URU,Grigor Dimitrov,Bulgaria,BUL,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-7(5) 6-3 7-5,FALSE,6.79
Sergiy Stakhovsky,Ukraine,UKR,Gilles Simon,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-3 6-4,FALSE,6.79
Antonie Hoang,France,FRA,Damir Dzumhur,Bosnia and Herzegovina,BIH,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 0-6 7-6(5) 6-3,TRUE,6.78
Damir Dzumhur,Bosnia and Herzegovina,BIH,Antonie Hoang,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 0-6 7-6(5) 6-3,FALSE,6.78
Lorenzo Sonego,Italy,ITA,Marcel Granollers,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(4) 6-4 6-4,FALSE,6.78
Marcel Granollers,Spain,ESP,Lorenzo Sonego,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(4) 6-4 6-4,TRUE,6.78
Casper Ruud,Norway,NOR,Matteo Berrettini,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-4 7-5 6-3,TRUE,6.77
Matteo Berrettini,Italy,ITA,Casper Ruud,Norway,NOR,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-4 7-5 6-3,FALSE,6.77
Fernando Verdasco,Spain,ESP,Marin Cilic,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,4-6 3-6 6-1 7-6(8) 6-3,FALSE,6.77
Marin Cilic,Croatia,CRO,Fernando Verdasco,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,4-6 3-6 6-1 7-6(8) 6-3,TRUE,6.77
Dominik Koepfer,Germany,GER,Filip Krajinovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 4-6 7-6(9) 6-1,TRUE,6.76
Filip Krajinovic,Serbia,SRB,Dominik Koepfer,Germany,GER,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 4-6 7-6(9) 6-1,FALSE,6.76
Jordan Thompson,Australia,AUS,Nick Kyrgios,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(4) 3-6 7-6(10) 0-6 6-1,FALSE,6.76
Nick Kyrgios,Australia,AUS,Jordan Thompson,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(4) 3-6 7-6(10) 0-6 6-1,TRUE,6.76
Dominic Thiem,Austria,AUT,Taylor Harry Fritz,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R32,3-6 6-3 7-6(5) 6-4,TRUE,6.75
Guido Andreozzi,Argentina,ARG,Guido Pella,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(2) 6-4 1-6 6-1,FALSE,6.75
Guido Pella,Argentina,ARG,Guido Andreozzi,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(2) 6-4 1-6 6-1,TRUE,6.75
Milos Raonic,Canada,CAN,Stan Wawrinka,Switzerland,SUI,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-7(4) 7-6(6) 7-6(11) 7-6(5),TRUE,6.75
Novak Djokovic,Serbia,SRB,Tennys Sandgren,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-1 6-3 6-7(2) 6-2,TRUE,6.75
Stan Wawrinka,Switzerland,SUI,Milos Raonic,Canada,CAN,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-7(4) 7-6(6) 7-6(11) 7-6(5),FALSE,6.75
Taylor Harry Fritz,United States,USA,Dominic Thiem,Austria,AUT,8/27/2018,US Open,G,5,H,FALSE,61,R32,3-6 6-3 7-6(5) 6-4,FALSE,6.75
Tennys Sandgren,United States,USA,Novak Djokovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-1 6-3 6-7(2) 6-2,FALSE,6.75
John Millman,Australia,AUS,Roberto Bautista Agut,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-1 3-6 6-7(6) 6-4,FALSE,6.74
Roberto Bautista Agut,Spain,ESP,John Millman,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-1 3-6 6-7(6) 6-4,TRUE,6.74
Joao Sousa,Portugal,POR,Paul Jubb,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-0 6-3 6-7(8) 6-1,TRUE,6.74
Paul Jubb,United Kingdom,GBR,Joao Sousa,Portugal,POR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-0 6-3 6-7(8) 6-1,FALSE,6.74
Alexander Zverev,Germany,GER,Alex Bolt,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-3 6-3 6-2,TRUE,6.73
Alex Bolt,Australia,AUS,Alexander Zverev,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-3 6-3 6-2,FALSE,6.73
Alexei Popyrin,Australia,AUS,Lucas Pouille,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,7-6(3) 6-3 6-7(10) 4-6 6-3,FALSE,6.73
Antonie Hoang,France,FRA,Gael Monfils,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 6-2 6-3,FALSE,6.73
Gael Monfils,France,FRA,Antonie Hoang,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 6-2 6-3,TRUE,6.73
Lucas Pouille,France,FRA,Alexei Popyrin,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,7-6(3) 6-3 6-7(10) 4-6 6-3,TRUE,6.73
Mischa Zverev,Germany,GER,Taylor Harry Fritz,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 2-6 6-4 7-6(2) 6-2,FALSE,6.73
Taylor Harry Fritz,United States,USA,Mischa Zverev,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 2-6 6-4 7-6(2) 6-2,TRUE,6.73
Federico Delbonis,Argentina,ARG,Guillermo Garcia Lopez,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 3-6 6-3 6-2,TRUE,6.73
Filip Krajinovic,Serbia,SRB,Roberto Carballes Baena,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-4 6-4 6-7(1) 3-6 8-6,TRUE,6.73
Guillermo Garcia Lopez,Spain,ESP,Federico Delbonis,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 3-6 6-3 6-2,FALSE,6.73
Roberto Carballes Baena,Spain,ESP,Filip Krajinovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-4 6-4 6-7(1) 3-6 8-6,FALSE,6.73
Hubert Hurkacz,Poland,POL,Leonardo Mayer,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(4) 6-1 7-6(7) 6-3,TRUE,6.73
Leonardo Mayer,Argentina,ARG,Hubert Hurkacz,Poland,POL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(4) 6-1 7-6(7) 6-3,FALSE,6.73
Grigor Dimitrov,Bulgaria,BUL,Marin Cilic,Croatia,CRO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-7(3) 6-4 4-6 7-6(2) 6-3,TRUE,6.72
Marin Cilic,Croatia,CRO,Grigor Dimitrov,Bulgaria,BUL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-7(3) 6-4 4-6 7-6(2) 6-3,FALSE,6.72
Alex De Minaur,Australia,AUS,Henri Laaksonen,Switzerland,SUI,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-4 6-2 6-7(7) 4-6 6-3,TRUE,6.71
Henri Laaksonen,Switzerland,SUI,Alex De Minaur,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-4 6-2 6-7(7) 4-6 6-3,FALSE,6.71
Lucas Pouille,France,FRA,Marcos Baghdatis,Cyprus,CYP,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-7(4) 6-4 6-4 6-3,TRUE,6.71
Marcos Baghdatis,Cyprus,CYP,Lucas Pouille,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-7(4) 6-4 6-4 6-3,FALSE,6.71
Rafael Nadal,Spain,ESP,Roger Federer,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,SF,6-3 6-4 6-2,TRUE,6.7
Roger Federer,Switzerland,SUI,Rafael Nadal,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,SF,6-3 6-4 6-2,FALSE,6.7
Nick Kyrgios,Australia,AUS,Pierre Hugues Herbert,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,4-6 7-6(6) 6-3 6-0,TRUE,6.7
Pierre Hugues Herbert,France,FRA,Nick Kyrgios,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R64,4-6 7-6(6) 6-3 6-0,FALSE,6.7
Matteo Berrettini,Italy,ITA,Pablo Andujar,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-7(3) 6-4 6-4 6-2,TRUE,6.7
Pablo Andujar,Spain,ESP,Matteo Berrettini,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-7(3) 6-4 6-4 6-2,FALSE,6.7
Jason Kubler,Australia,AUS,Thomas Fabbiano,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 7-6(1) 2-6 6-3,FALSE,6.69
Thomas Fabbiano,Italy,ITA,Jason Kubler,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 7-6(1) 2-6 6-3,TRUE,6.69
Lucas Pouille,France,FRA,Richard Gasquet,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-1 6-4 7-6(4),TRUE,6.69
Richard Gasquet,France,FRA,Lucas Pouille,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-1 6-4 7-6(4),FALSE,6.69
Alexei Popyrin,Australia,AUS,Laslo Djere,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-4 7-6(4) 6-4,FALSE,6.69
Laslo Djere,Serbia,SRB,Alexei Popyrin,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-4 7-6(4) 6-4,TRUE,6.69
Fabio Fognini,Italy,ITA,Marton Fucsovics,Hungary,HUN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(6) 6-4 7-6(3) 2-6 6-3,TRUE,6.69
Marton Fucsovics,Hungary,HUN,Fabio Fognini,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(6) 6-4 7-6(3) 2-6 6-3,FALSE,6.69
Guido Pella,Argentina,ARG,Joao Sousa,Portugal,POR,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(2) 4-6 7-6(5) 4-6 6-2,FALSE,6.67
Joao Sousa,Portugal,POR,Guido Pella,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(2) 4-6 7-6(5) 4-6 6-2,TRUE,6.67
Fabio Fognini,Italy,ITA,Roberto Bautista Agut,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,7-6(5) 6-4 4-6 6-1,TRUE,6.67
Roberto Bautista Agut,Spain,ESP,Fabio Fognini,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,7-6(5) 6-4 4-6 6-1,FALSE,6.67
Denis Kudla,United States,USA,Diego Sebastian Schwartzman,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-4 7-5 3-6 6-7(6) 6-4,FALSE,6.66
Diego Sebastian Schwartzman,Argentina,ARG,Denis Kudla,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-4 7-5 3-6 6-7(6) 6-4,TRUE,6.66
Alex De Minaur,Australia,AUS,Marin Cilic,Croatia,CRO,8/27/2018,US Open,G,5,H,FALSE,61,R32,4-6 3-6 6-3 6-4 7-5,FALSE,6.66
Marin Cilic,Croatia,CRO,Alex De Minaur,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R32,4-6 3-6 6-3 6-4 7-5,TRUE,6.66
Gael Monfils,France,FRA,Taro Daniel,Japan,JPN,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-0 6-4 6-1,TRUE,6.65
Taro Daniel,Japan,JPN,Gael Monfils,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-0 6-4 6-1,FALSE,6.65
Filip Krajinovic,Serbia,SRB,Stefanos Tsitsipas,Greece,GRE,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,7-5 6-3 6-7(5) 7-6(6),FALSE,6.64
Stefanos Tsitsipas,Greece,GRE,Filip Krajinovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,7-5 6-3 6-7(5) 7-6(6),TRUE,6.64
Juan Martin Del Potro,Argentina,ARG,Karen Khachanov,Russian Federation,RUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,7-5 6-3 3-6 6-3,FALSE,6.64
Karen Khachanov,Russian Federation,RUS,Juan Martin Del Potro,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,7-5 6-3 3-6 6-3,TRUE,6.64
Cameron Norrie,United Kingdom,GBR,Dusan Lajovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 2-6 6-4 6-4,FALSE,6.64
Dusan Lajovic,Serbia,SRB,Cameron Norrie,United Kingdom,GBR,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 2-6 6-4 6-4,TRUE,6.64
Daniil Medvedev,Russian Federation,RUS,Lloyd George Muirhead Harris,South Africa,RSA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-1 6-2 6-1,TRUE,6.64
Lloyd George Muirhead Harris,South Africa,RSA,Daniil Medvedev,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-1 6-2 6-1,FALSE,6.64
Christopher Eubanks,United States,USA,Nikoloz Basilashvili,Georgia,GEO,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 4-6 7-6(6) 6-3,FALSE,6.63
Diego Sebastian Schwartzman,Argentina,ARG,Leonardo Mayer,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,4-6 6-3 6-4 7-5,FALSE,6.63
Leonardo Mayer,Argentina,ARG,Diego Sebastian Schwartzman,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,4-6 6-3 6-4 7-5,TRUE,6.63
Nikoloz Basilashvili,Georgia,GEO,Christopher Eubanks,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 4-6 7-6(6) 6-3,TRUE,6.63
Jaume Munar,Spain,ESP,Kyle Edmund,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-4 6-4,FALSE,6.63
Kyle Edmund,United Kingdom,GBR,Jaume Munar,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-4 6-4,TRUE,6.63
Alexander Zverev,Germany,GER,Philipp Kohlschreiber,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-7(1) 6-4 6-1 6-3,FALSE,6.63
Philipp Kohlschreiber,Germany,GER,Alexander Zverev,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-7(1) 6-4 6-1 6-3,TRUE,6.63
Jiri Vesely,Czech Republic,CZE,Leonardo Mayer,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(3) 6-3 6-0,FALSE,6.63
Kei Nishikori,Japan,JPN,Novak Djokovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,SF,6-3 6-4 6-2,FALSE,6.63
Leonardo Mayer,Argentina,ARG,Jiri Vesely,Czech Republic,CZE,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(3) 6-3 6-0,TRUE,6.63
Mikhail Kukushkin,Kazakhstan,KAZ,Pablo Andujar,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-2 6-4,TRUE,6.63
Novak Djokovic,Serbia,SRB,Kei Nishikori,Japan,JPN,8/27/2018,US Open,G,5,H,FALSE,61,SF,6-3 6-4 6-2,TRUE,6.63
Pablo Andujar,Spain,ESP,Mikhail Kukushkin,Kazakhstan,KAZ,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-2 6-4,FALSE,6.63
Alexey Vatutin,Russian Federation,RUS,Corentin Moutet,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 7-6(6) 6-4,FALSE,6.63
Corentin Moutet,France,FRA,Alexey Vatutin,Russian Federation,RUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 7-6(6) 6-4,TRUE,6.63
David Goffin,Belgium,BEL,Novak Djokovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,QF,6-4 6-0 6-2,FALSE,6.63
Karen Khachanov,Russian Federation,RUS,Rafael Nadal,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R32,5-7 7-5 7-6(7) 7-6(3),FALSE,6.63
Novak Djokovic,Serbia,SRB,David Goffin,Belgium,BEL,7/1/2019,Wimbledon,G,5,G,FALSE,76,QF,6-4 6-0 6-2,TRUE,6.63
Rafael Nadal,Spain,ESP,Karen Khachanov,Russian Federation,RUS,8/27/2018,US Open,G,5,H,FALSE,61,R32,5-7 7-5 7-6(7) 7-6(3),TRUE,6.63
Benoit Paire,France,FRA,Roberto Bautista Agut,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,6-3 7-5 6-2,FALSE,6.62
Roberto Bautista Agut,Spain,ESP,Benoit Paire,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,6-3 7-5 6-2,TRUE,6.62
Benoit Paire,France,FRA,Juan Ignacio Londero,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,4-6 6-4 6-4 7-6(4),TRUE,6.62
Juan Ignacio Londero,Argentina,ARG,Benoit Paire,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,4-6 6-4 6-4 7-6(4),FALSE,6.62
Karen Khachanov,Russian Federation,RUS,Soon Woo Kwon,"Korea, Republic of",KOR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(6) 6-4 4-6 7-5,TRUE,6.61
Soon Woo Kwon,"Korea, Republic of",KOR,Karen Khachanov,Russian Federation,RUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,7-6(6) 6-4 4-6 7-5,FALSE,6.61
Andreas Seppi,Italy,ITA,Guido Pella,Argentina,ARG,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 4-6 4-6 7-5 6-1,FALSE,6.61
Guido Pella,Argentina,ARG,Andreas Seppi,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 4-6 4-6 7-5 6-1,TRUE,6.61
Evgeny Donskoy,Russian Federation,RUS,Laslo Djere,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 6-4 6-1 7-6(5),TRUE,6.61
Laslo Djere,Serbia,SRB,Evgeny Donskoy,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 6-4 6-1 7-6(5),FALSE,6.61
Roberto Bautista Agut,Spain,ESP,Steve Darcis,Belgium,BEL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-2 4-2 RET,TRUE,6.61
