name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,points_per_game
Gregoire Barrere,France,FRA,Matthew Ebden,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 5-7 7-5 6-1,TRUE,6.4
Matthew Ebden,Australia,AUS,Gregoire Barrere,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 5-7 7-5 6-1,FALSE,6.4
Guido Pella,Argentina,ARG,Nikoloz Basilashvili,Georgia,GEO,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-3 6-4 1-6 7-6(4),FALSE,6.39
Nikoloz Basilashvili,Georgia,GEO,Guido Pella,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-3 6-4 1-6 7-6(4),TRUE,6.39
Rafael Nadal,Spain,ESP,Roger Federer,Switzerland,SUI,7/1/2019,Wimbledon,G,5,G,FALSE,76,SF,7-6(3) 1-6 6-3 6-4,FALSE,6.39
Roger Federer,Switzerland,SUI,Rafael Nadal,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,SF,7-6(3) 1-6 6-3 6-4,TRUE,6.39
Milos Raonic,Canada,CAN,Robin Haase,Netherlands,NED,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,7-6(1) 7-5 7-6(4),TRUE,6.39
Robin Haase,Netherlands,NED,Milos Raonic,Canada,CAN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,7-6(1) 7-5 7-6(4),FALSE,6.39
Denis Kudla,United States,USA,Malek Jaziri,Tunisia,TUN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-1 6-3,TRUE,6.38
Janko Tipsarevic,Serbia,SRB,Kevin Anderson,South Africa,RSA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-7(5) 6-1 6-4,FALSE,6.38
Kevin Anderson,South Africa,RSA,Janko Tipsarevic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-7(5) 6-1 6-4,TRUE,6.38
Malek Jaziri,Tunisia,TUN,Denis Kudla,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-1 6-3,FALSE,6.38
Albert Ramos,Spain,ESP,Laslo Djere,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-2 7-6(2),FALSE,6.38
Laslo Djere,Serbia,SRB,Albert Ramos,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-2 7-6(2),TRUE,6.38
David Ferrer,Spain,ESP,Rafael Nadal,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 3-4 RET,FALSE,6.38
Jo Wilfried Tsonga,France,FRA,Kei Nishikori,Japan,JPN,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,4-6 6-4 6-4 6-4,FALSE,6.38
Kei Nishikori,Japan,JPN,Jo Wilfried Tsonga,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,4-6 6-4 6-4 6-4,TRUE,6.38
Rafael Nadal,Spain,ESP,David Ferrer,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 3-4 RET,TRUE,6.38
Albert Ramos,Spain,ESP,Steve Johnson,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-2 6-3,FALSE,6.37
Casper Ruud,Norway,NOR,Guido Pella,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-4 6-4 6-1,FALSE,6.37
Guido Pella,Argentina,ARG,Casper Ruud,Norway,NOR,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-4 6-4 6-1,TRUE,6.37
Steve Johnson,United States,USA,Albert Ramos,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-2 6-3,TRUE,6.37
Andrey Rublev,Russian Federation,RUS,Mackenzie Mcdonald,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-4 2-6 6-4,FALSE,6.37
Mackenzie Mcdonald,United States,USA,Andrey Rublev,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-4 2-6 6-4,TRUE,6.37
Borna Coric,Croatia,CRO,Filip Krajinovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,2-6 6-3 6-4 6-3,TRUE,6.36
Filip Krajinovic,Serbia,SRB,Borna Coric,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,2-6 6-3 6-4 6-3,FALSE,6.36
Joao Sousa,Portugal,POR,Marcel Granollers,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 6-3,TRUE,6.36
Marcel Granollers,Spain,ESP,Joao Sousa,Portugal,POR,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 6-3,FALSE,6.36
Rafael Nadal,Spain,ESP,Tomas Berdych,Czech Republic,CZE,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-0 6-1 7-6(4),TRUE,6.36
Tomas Berdych,Czech Republic,CZE,Rafael Nadal,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-0 6-1 7-6(4),FALSE,6.36
Andy Murray,United Kingdom,GBR,James Duckworth,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-7(5) 6-3 7-5 6-3,TRUE,6.36
James Duckworth,Australia,AUS,Andy Murray,United Kingdom,GBR,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-7(5) 6-3 7-5 6-3,FALSE,6.36
Hubert Hurkacz,Poland,POL,Marin Cilic,Croatia,CRO,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-0 6-0,FALSE,6.35
Marin Cilic,Croatia,CRO,Hubert Hurkacz,Poland,POL,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-0 6-0,TRUE,6.35
Borna Coric,Croatia,CRO,Daniil Medvedev,Russian Federation,RUS,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-3 7-5 6-2,TRUE,6.34
Daniil Medvedev,Russian Federation,RUS,Borna Coric,Croatia,CRO,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-3 7-5 6-2,FALSE,6.34
Denis Shapovalov,Canada,CAN,Felix Auger Aliassime,Canada,CAN,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-5 5-7 4-1 RET,TRUE,6.34
Felix Auger Aliassime,Canada,CAN,Denis Shapovalov,Canada,CAN,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-5 5-7 4-1 RET,FALSE,6.34
Matthew Ebden,Australia,AUS,Philipp Kohlschreiber,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-7(1) 6-3 6-2 6-0,FALSE,6.34
Philipp Kohlschreiber,Germany,GER,Matthew Ebden,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-7(1) 6-3 6-2 6-0,TRUE,6.34
Feliciano Lopez,Spain,ESP,Fernando Verdasco,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 7-5 6-4,FALSE,6.33
Fernando Verdasco,Spain,ESP,Feliciano Lopez,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 7-5 6-4,TRUE,6.33
Fernando Verdasco,Spain,ESP,Juan Martin Del Potro,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R32,7-5 7-6(6) 6-3,FALSE,6.33
Juan Martin Del Potro,Argentina,ARG,Fernando Verdasco,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R32,7-5 7-6(6) 6-3,TRUE,6.33
Karen Khachanov,Russian Federation,RUS,Peter Gojowczyk,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 6-3 6-4 6-2,TRUE,6.33
Kei Nishikori,Japan,JPN,Novak Djokovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,QF,6-1 4-1 RET,FALSE,6.33
Kei Nishikori,Japan,JPN,Quentin Halys,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 6-3 6-4,TRUE,6.33
Novak Djokovic,Serbia,SRB,Kei Nishikori,Japan,JPN,1/14/2019,Australian Open,G,5,H,FALSE,85,QF,6-1 4-1 RET,TRUE,6.33
Peter Gojowczyk,Germany,GER,Karen Khachanov,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 6-3 6-4 6-2,FALSE,6.33
Quentin Halys,France,FRA,Kei Nishikori,Japan,JPN,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 6-3 6-4,FALSE,6.33
Rafael Nadal,Spain,ESP,Yannick Hanfmann,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 6-1 6-3,TRUE,6.33
Yannick Hanfmann,Germany,GER,Rafael Nadal,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 6-1 6-3,FALSE,6.33
Fabio Fognini,Italy,ITA,Michael Mmoh,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 6-2 6-4 7-6(4),TRUE,6.33
Michael Mmoh,United States,USA,Fabio Fognini,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 6-2 6-4 7-6(4),FALSE,6.33
Stefanos Tsitsipas,Greece,GRE,Thomas Fabbiano,Italy,ITA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 3-6 6-4 6-7(8) 6-3,FALSE,6.32
Thomas Fabbiano,Italy,ITA,Stefanos Tsitsipas,Greece,GRE,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 3-6 6-4 6-7(8) 6-3,TRUE,6.32
Novak Djokovic,Serbia,SRB,Roberto Bautista Agut,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,SF,6-2 4-6 6-3 6-2,TRUE,6.31
Roberto Bautista Agut,Spain,ESP,Novak Djokovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,SF,6-2 4-6 6-3 6-2,FALSE,6.31
Hubert Hurkacz,Poland,POL,Ivo Karlovic,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 7-6(6) 7-6(3) 7-6(5),FALSE,6.31
Ivo Karlovic,Croatia,CRO,Hubert Hurkacz,Poland,POL,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-7(5) 7-6(6) 7-6(3) 7-6(5),TRUE,6.31
Dusan Lajovic,Serbia,SRB,Pablo Cuevas,Uruguay,URU,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 7-5 6-1,FALSE,6.31
Pablo Cuevas,Uruguay,URU,Dusan Lajovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 7-5 6-1,TRUE,6.31
Casper Ruud,Norway,NOR,Ernests Gulbis,Latvia,LAT,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 7-6(2) 6-0,TRUE,6.31
Dominic Thiem,Austria,AUT,Sam Querrey,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-7(4) 7-6(1) 6-3 6-0,FALSE,6.31
Ernests Gulbis,Latvia,LAT,Casper Ruud,Norway,NOR,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 7-6(2) 6-0,FALSE,6.31
Guido Pella,Argentina,ARG,Paolo Lorenzi,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-5 6-0 6-2,TRUE,6.31
Paolo Lorenzi,Italy,ITA,Guido Pella,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-5 6-0 6-2,FALSE,6.31
Sam Querrey,United States,USA,Dominic Thiem,Austria,AUT,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-7(4) 7-6(1) 6-3 6-0,TRUE,6.31
Borna Coric,Croatia,CRO,Lucas Pouille,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-7(4) 6-4 7-5 7-6(2),FALSE,6.3
Lucas Pouille,France,FRA,Borna Coric,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-7(4) 6-4 7-5 7-6(2),TRUE,6.3
Lucas Pouille,France,FRA,Milos Raonic,Canada,CAN,1/14/2019,Australian Open,G,5,H,FALSE,85,QF,7-6(4) 6-3 6-7(2) 6-4,TRUE,6.3
Milos Raonic,Canada,CAN,Lucas Pouille,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,QF,7-6(4) 6-3 6-7(2) 6-4,FALSE,6.3
Kevin Anderson,South Africa,RSA,Ryan Harrison,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 5-7 4-6 6-3 6-4,TRUE,6.3
Ryan Harrison,United States,USA,Kevin Anderson,South Africa,RSA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 5-7 4-6 6-3 6-4,FALSE,6.3
Adrian Mannarino,France,FRA,Frances Tiafoe,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-1 6-4 4-6 6-4,FALSE,6.3
Frances Tiafoe,United States,USA,Adrian Mannarino,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-1 6-4 4-6 6-4,TRUE,6.3
Blaz Rola,Slovenia,SLO,Mikael Ymer,Sweden,SWE,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-0 6-3 7-6(5),FALSE,6.3
Mikael Ymer,Sweden,SWE,Blaz Rola,Slovenia,SLO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-0 6-3 7-6(5),TRUE,6.3
Gael Monfils,France,FRA,Kei Nishikori,Japan,JPN,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 5-4 RET,FALSE,6.29
Kei Nishikori,Japan,JPN,Gael Monfils,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 5-4 RET,TRUE,6.29
Cedrik Marcel Stebe,Germany,GER,Karen Khachanov,Russian Federation,RUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-1 6-4,FALSE,6.29
Karen Khachanov,Russian Federation,RUS,Cedrik Marcel Stebe,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-1 6-4,TRUE,6.29
Gilles Muller,Luxembourg,LUX,Lorenzo Sonego,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(2) 6-7(9) 5-7 7-6(6) 6-2,FALSE,6.29
Lorenzo Sonego,Italy,ITA,Gilles Muller,Luxembourg,LUX,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(2) 6-7(9) 5-7 7-6(6) 6-2,TRUE,6.29
Guido Andreozzi,Argentina,ARG,Jack Sock,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-0 7-6(4) 6-2,FALSE,6.27
Jack Sock,United States,USA,Guido Andreozzi,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-0 7-6(4) 6-2,TRUE,6.27
Philipp Kohlschreiber,Germany,GER,Zhe Li,China,CHN,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-2 6-2 6-4,TRUE,6.27
Zhe Li,China,CHN,Philipp Kohlschreiber,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-2 6-2 6-4,FALSE,6.27
Filip Krajinovic,Serbia,SRB,Frances Tiafoe,United States,USA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 4-6 6-3 3-6 6-0,TRUE,6.26
Frances Tiafoe,United States,USA,Filip Krajinovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 4-6 6-3 3-6 6-0,FALSE,6.26
Alexander Zverev,Germany,GER,Dusan Lajovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-4 6-2 4-6 1-6 6-2,TRUE,6.26
Diego Sebastian Schwartzman,Argentina,ARG,Tomas Berdych,Czech Republic,CZE,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,5-7 6-3 7-5 6-4,FALSE,6.26
Dusan Lajovic,Serbia,SRB,Alexander Zverev,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-4 6-2 4-6 1-6 6-2,FALSE,6.26
Jan Lennard Struff,Germany,GER,Julien Benneteau,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 4-6 6-1 3-6 6-3,TRUE,6.26
Julien Benneteau,France,FRA,Jan Lennard Struff,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 4-6 6-1 3-6 6-3,FALSE,6.26
Stan Wawrinka,Switzerland,SUI,Ugo Humbert,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-6(5) 4-6 6-3 7-5,TRUE,6.26
Tomas Berdych,Czech Republic,CZE,Diego Sebastian Schwartzman,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,5-7 6-3 7-5 6-4,TRUE,6.26
Ugo Humbert,France,FRA,Stan Wawrinka,Switzerland,SUI,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-6(5) 4-6 6-3 7-5,FALSE,6.26
Joao Sousa,Portugal,POR,Pablo Carreno Busta,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R64,4-6 6-3 5-7 6-2 2-0 RET,TRUE,6.24
Pablo Carreno Busta,Spain,ESP,Joao Sousa,Portugal,POR,8/27/2018,US Open,G,5,H,FALSE,61,R64,4-6 6-3 5-7 6-2 2-0 RET,FALSE,6.24
Fabio Fognini,Italy,ITA,Leonardo Mayer,Argentina,ARG,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,7-6(3) 6-3 7-6(5),TRUE,6.24
Facundo Bagnis,Argentina,ARG,Gael Monfils,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 3-6 6-0 6-0,FALSE,6.24
Gael Monfils,France,FRA,Facundo Bagnis,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-6(4) 3-6 6-0 6-0,TRUE,6.24
Leonardo Mayer,Argentina,ARG,Fabio Fognini,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,7-6(3) 6-3 7-6(5),FALSE,6.24
Denis Istomin,Uzbekistan,UZB,Roger Federer,Switzerland,SUI,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 6-4 6-4,FALSE,6.24
Lukas Lacko,Slovakia,SVK,Vasek Pospisil,Canada,CAN,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-5 6-3 6-2,FALSE,6.24
Roger Federer,Switzerland,SUI,Denis Istomin,Uzbekistan,UZB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 6-4 6-4,TRUE,6.24
Vasek Pospisil,Canada,CAN,Lukas Lacko,Slovakia,SVK,8/27/2018,US Open,G,5,H,FALSE,61,R128,7-5 6-3 6-2,TRUE,6.24
Gilles Simon,France,FRA,Tennys Sandgren,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-2 6-3 4-6 3-6 8-6,FALSE,6.24
Matthew Ebden,Australia,AUS,Rafael Nadal,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-2 6-2,FALSE,6.24
Rafael Nadal,Spain,ESP,Matthew Ebden,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-2 6-2,TRUE,6.24
Ruben Bemelmans,Belgium,BEL,Stan Wawrinka,Switzerland,SUI,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-2 6-2,FALSE,6.24
Stan Wawrinka,Switzerland,SUI,Ruben Bemelmans,Belgium,BEL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-2 6-2,TRUE,6.24
Tennys Sandgren,United States,USA,Gilles Simon,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-2 6-3 4-6 3-6 8-6,TRUE,6.24
Borna Coric,Croatia,CRO,Jan Lennard Struff,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,4-6 6-1 4-6 7-6(1) 11-9,FALSE,6.24
Jan Lennard Struff,Germany,GER,Borna Coric,Croatia,CRO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,4-6 6-1 4-6 7-6(1) 11-9,TRUE,6.24
Mitchell Krueger,United States,USA,Roberto Carballes Baena,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,3-6 6-2 6-4 7-6(3),FALSE,6.23
Roberto Carballes Baena,Spain,ESP,Mitchell Krueger,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,3-6 6-2 6-4 7-6(3),TRUE,6.23
Alex De Minaur,Australia,AUS,Steve Johnson,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,3-6 7-6(4) 6-3 3-6 6-3,FALSE,6.23
Feliciano Lopez,Spain,ESP,Ivo Karlovic,Croatia,CRO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(4) 7-5 6-7(7) 7-5,FALSE,6.23
Ivo Karlovic,Croatia,CRO,Feliciano Lopez,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(4) 7-5 6-7(7) 7-5,TRUE,6.23
Steve Johnson,United States,USA,Alex De Minaur,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,3-6 7-6(4) 6-3 3-6 6-3,TRUE,6.23
Radu Albot,"Moldova, Republic of",MDA,Tennys Sandgren,United States,USA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(3) 7-6(1) 3-6 6-1,TRUE,6.23
Tennys Sandgren,United States,USA,Radu Albot,"Moldova, Republic of",MDA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(3) 7-6(1) 3-6 6-1,FALSE,6.23
David Goffin,Belgium,BEL,Miomir Kecmanovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-2 6-4 6-3,TRUE,6.22
David Goffin,Belgium,BEL,Jeremy Chardy,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-2 6-4 6-3,TRUE,6.22
Jeremy Chardy,France,FRA,David Goffin,Belgium,BEL,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-2 6-4 6-3,FALSE,6.22
Joao Sousa,Portugal,POR,Kei Nishikori,Japan,JPN,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,7-6(6) 6-1 6-2,FALSE,6.22
Kei Nishikori,Japan,JPN,Joao Sousa,Portugal,POR,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,7-6(6) 6-1 6-2,TRUE,6.22
Miomir Kecmanovic,Serbia,SRB,David Goffin,Belgium,BEL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-2 6-4 6-3,FALSE,6.22
Dominic Thiem,Austria,AUT,Kevin Anderson,South Africa,RSA,8/27/2018,US Open,G,5,H,FALSE,61,R16,7-5 6-2 7-6(2),TRUE,6.22
Kevin Anderson,South Africa,RSA,Dominic Thiem,Austria,AUT,8/27/2018,US Open,G,5,H,FALSE,61,R16,7-5 6-2 7-6(2),FALSE,6.22
Kei Nishikori,Japan,JPN,Rafael Nadal,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,QF,6-1 6-1 6-3,FALSE,6.22
Rafael Nadal,Spain,ESP,Kei Nishikori,Japan,JPN,5/26/2019,Roland Garros,G,5,C,FALSE,48,QF,6-1 6-1 6-3,TRUE,6.22
Stefanos Tsitsipas,Greece,GRE,Viktor Troicki,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 2-6 6-2 7-5,TRUE,6.22
Viktor Troicki,Serbia,SRB,Stefanos Tsitsipas,Greece,GRE,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 2-6 6-2 7-5,FALSE,6.22
Kyle Edmund,United Kingdom,GBR,Pablo Cuevas,Uruguay,URU,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,7-6(3) 6-3 2-1 RET,FALSE,6.21
Marco Cecchinato,Italy,ITA,Nicolas Mahut,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,2-6 6-7(6) 6-4 6-2 6-4,FALSE,6.21
Nicolas Mahut,France,FRA,Marco Cecchinato,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,2-6 6-7(6) 6-4 6-2 6-4,TRUE,6.21
Pablo Cuevas,Uruguay,URU,Kyle Edmund,United Kingdom,GBR,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,7-6(3) 6-3 2-1 RET,TRUE,6.21
Marton Fucsovics,Hungary,HUN,Novak Djokovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 3-6 6-4 6-0,FALSE,6.21
Novak Djokovic,Serbia,SRB,Marton Fucsovics,Hungary,HUN,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 3-6 6-4 6-0,TRUE,6.21
Alexei Popyrin,Australia,AUS,Daniil Medvedev,Russian Federation,RUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(6) 6-1 6-4 6-4,FALSE,6.21
Daniil Medvedev,Russian Federation,RUS,Alexei Popyrin,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-7(6) 6-1 6-4 6-4,TRUE,6.21
Corentin Moutet,France,FRA,Juan Ignacio Londero,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,2-6 6-3 6-4 5-7 6-4,FALSE,6.2
Juan Ignacio Londero,Argentina,ARG,Corentin Moutet,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,2-6 6-3 6-4 5-7 6-4,TRUE,6.2
Bjorn Fratangelo,United States,USA,Gilles Simon,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(2) 6-4 6-2,FALSE,6.2
Gilles Simon,France,FRA,Bjorn Fratangelo,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,7-6(2) 6-4 6-2,TRUE,6.2
Jeremy Chardy,France,FRA,Kyle Edmund,United Kingdom,GBR,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(1) 5-7 6-4 4-6 7-5,FALSE,6.2
Kyle Edmund,United Kingdom,GBR,Jeremy Chardy,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,7-6(1) 5-7 6-4 4-6 7-5,TRUE,6.2
Fabio Fognini,Italy,ITA,Pablo Carreno Busta,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-2 6-4 2-6 6-4,FALSE,6.19
Pablo Carreno Busta,Spain,ESP,Fabio Fognini,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-2 6-4 2-6 6-4,TRUE,6.19
James Duckworth,Australia,AUS,Rafael Nadal,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-3 7-5,FALSE,6.19
Rafael Nadal,Spain,ESP,James Duckworth,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-4 6-3 7-5,TRUE,6.19
Jordan Thompson,Australia,AUS,Juan Martin Del Potro,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-4 6-4 6-0,FALSE,6.19
